degree,description,checkout_count,duration_min,content
Teacher,อ.คณะอักษรศาสตร์,6.0,7478.866666666668,Pamphlet
Teacher,อ.คณะอักษรศาสตร์,3.0,8778.525000000001,Rare Book
Teacher,อ.คณะอักษรศาสตร์,627.0,3649.122666666666,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,157.0,3696.609523809525,Social sciences
Teacher,อ.คณะอักษรศาสตร์,10.0,12893.783333333333,Technologies
Teacher,อ.คณะอักษรศาสตร์,152.0,16454.304545454543,Book
Teacher,อ.คณะอักษรศาสตร์,131.0,105982.01666666666,E Book
Teacher,อ.คณะอักษรศาสตร์,6.0,6806.233333333334,E Reserve 3
Teacher,อ.คณะอักษรศาสตร์,52.0,13466.795833333335,E Reserve 7
Teacher,อ.คณะอักษรศาสตร์,10.0,20215.575,Reserve 3
Teacher,อ.คณะอักษรศาสตร์,76.0,24263.19,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,66.0,8588.60625,Special Collection
Teacher,อ.คณะอักษรศาสตร์,80.0,17599.82,Technologies
Teacher,อ.คณะอักษรศาสตร์,7.0,4154.866666666667,Video Tape
Teacher,อ.คณะอักษรศาสตร์,1075.0,81378.79783783786,E Book
Teacher,อ.คณะอักษรศาสตร์,6.0,18782.226666666666,E Special Collection
Teacher,อ.คณะอักษรศาสตร์,2.0,82715.775,History and Geography
Teacher,อ.คณะอักษรศาสตร์,167.0,10705.195454545448,Languages
Teacher,อ.คณะอักษรศาสตร์,8.0,25830.13333333333,Reference Book
Teacher,อ.คณะอักษรศาสตร์,12.0,17514.641666666666,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,36.0,17873.35277777778,Social sciences
Teacher,อ.คณะอักษรศาสตร์,90.0,109515.14333333333,Technologies
Teacher,อ.คณะอักษรศาสตร์,24.0,38073.83333333334,E Thesis
Teacher,อ.คณะอักษรศาสตร์,8.0,13193.533333333333,Book
Teacher,อ.คณะอักษรศาสตร์,66.0,29437.808333333334,E Book
Teacher,อ.คณะอักษรศาสตร์,6.0,237904.30833333335,E Book for Staff
Teacher,อ.คณะอักษรศาสตร์,6.0,20466.63333333333,E Reserve 7
Teacher,อ.คณะอักษรศาสตร์,12.0,35418.95,Languages
Teacher,อ.คณะอักษรศาสตร์,1.0,18083.516666666666,Technologies
Teacher,อ.คณะอักษรศาสตร์,18.0,56362.66666666668,Book
Teacher,อ.คณะอักษรศาสตร์,6.0,5258.083333333333,Languages
Teacher,อ.คณะอักษรศาสตร์,11.0,84619.65,Technologies
Teacher,อ.คณะอักษรศาสตร์,119.0,61583.27066666666,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,1723.0,41976.45284810125,Book
Teacher,อ.คณะอักษรศาสตร์,2818.0,49473.61564716313,E Book
Teacher,อ.คณะอักษรศาสตร์,5.0,24053.066666666666,History and Geography
Teacher,อ.คณะอักษรศาสตร์,1292.0,43211.63921957668,Literatures
Teacher,อ.คณะอักษรศาสตร์,1436.0,48185.679957127526,Philosophy
Teacher,อ.คณะอักษรศาสตร์,507.0,39953.60715962442,Technologies
Teacher,อ.คณะอักษรศาสตร์,10.0,36535.30833333333,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,1503.0,42123.9884210526,Book
Teacher,อ.คณะอักษรศาสตร์,1303.0,44072.06265822785,E Book
Teacher,อ.คณะอักษรศาสตร์,354.0,37976.19784313723,History and Geography
Teacher,อ.คณะอักษรศาสตร์,2916.0,46938.38488816151,Languages
Teacher,อ.คณะอักษรศาสตร์,0.0,34025.63333333334,Philosophy
Teacher,อ.คณะอักษรศาสตร์,661.0,41722.038729016786,Religion
Teacher,อ.คณะอักษรศาสตร์,27.0,36393.88,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,466.0,34754.51572104019,Social sciences
Teacher,อ.คณะอักษรศาสตร์,24.0,76138.65833333334,Technologies
Teacher,อ.คณะอักษรศาสตร์,18.0,154298.57777777774,E Book
Teacher,อ.คณะอักษรศาสตร์,8.0,1160.3,Literatures
Teacher,อ.คณะอักษรศาสตร์,82.0,80872.70624999999,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,139.0,32678.937878787885,Book
Teacher,อ.คณะอักษรศาสตร์,4.0,48831.8,E Book
Teacher,อ.คณะอักษรศาสตร์,50.0,27376.349999999995,Languages
Teacher,อ.คณะอักษรศาสตร์,37.0,51095.44166666666,Social sciences
Teacher,อ.คณะอักษรศาสตร์,6.0,46405.975,Philosophy
Teacher,อ.คณะอักษรศาสตร์,1.0,7306.55,Literatures
Teacher,อ.คณะอักษรศาสตร์,2.0,7203.9416666666675,Philosophy
Teacher,อ.คณะอักษรศาสตร์,2.0,7311.075,E Reference Book
Teacher,อ.คณะอักษรศาสตร์,2.0,1354.0916666666672,Philosophy
Teacher,อ.คณะอักษรศาสตร์,15.0,8652.522222222222,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,1.0,9713.7,Book
Teacher,อ.คณะอักษรศาสตร์,0.0,14293.8,E Reserve 7
Teacher,อ.คณะอักษรศาสตร์,38.0,7046.991666666668,History and Geography
Teacher,อ.คณะอักษรศาสตร์,20.0,9866.2875,Languages
Teacher,อ.คณะอักษรศาสตร์,2.0,10460.441666666666,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,36.0,12740.669444444444,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,1351.0,42258.55038759692,Book
Teacher,อ.คณะอักษรศาสตร์,85.0,32173.51018518518,E Book
Teacher,อ.คณะอักษรศาสตร์,30.0,39196.00666666667,History and Geography
Teacher,อ.คณะอักษรศาสตร์,716.0,41678.5981792717,Languages
Teacher,อ.คณะอักษรศาสตร์,92.0,30749.427976190484,Literatures
Teacher,อ.คณะอักษรศาสตร์,174.0,44847.16666666667,Philosophy
Teacher,อ.คณะอักษรศาสตร์,147.0,46660.495736434124,Religion
Teacher,อ.คณะอักษรศาสตร์,396.0,37278.21985815602,Social sciences
Teacher,อ.คณะอักษรศาสตร์,189.0,33286.078623188405,Technologies
Teacher,อ.คณะอักษรศาสตร์,1.0,50343.4,Book
Teacher,อ.คณะอักษรศาสตร์,22.0,45858.87916666666,E Book
Teacher,อ.คณะอักษรศาสตร์,18.0,20056.95833333333,History and Geography
Teacher,อ.คณะอักษรศาสตร์,18.0,20057.158333333333,Languages
Teacher,อ.คณะอักษรศาสตร์,0.0,12240.3,Technologies
Teacher,อ.คณะอักษรศาสตร์,33.0,37518.915,E Book
Teacher,อ.คณะอักษรศาสตร์,7.0,8470.150000000001,E Book for Staff
Teacher,อ.คณะอักษรศาสตร์,6.0,24568.05833333333,History and Geography
Teacher,อ.คณะอักษรศาสตร์,5.0,42978.53333333333,Languages
Teacher,อ.คณะอักษรศาสตร์,124.0,35280.53583333333,Literatures
Teacher,อ.คณะอักษรศาสตร์,9.0,33159.191666666666,Philosophy
Teacher,อ.คณะอักษรศาสตร์,23.0,33920.2,Religion
Teacher,อ.คณะอักษรศาสตร์,6.0,31550.18333333333,Book
Teacher,อ.คณะอักษรศาสตร์,0.0,88195.65833333334,E Book
Teacher,อ.คณะอักษรศาสตร์,41.0,26021.84166666667,Book
Teacher,อ.คณะอักษรศาสตร์,44.0,23581.675757575762,E Book
Teacher,อ.คณะอักษรศาสตร์,77.0,16847.844999999998,History and Geography
Teacher,อ.คณะอักษรศาสตร์,155.0,29934.4156862745,Languages
Teacher,อ.คณะอักษรศาสตร์,21.0,28889.27291666667,Literatures
Teacher,อ.คณะอักษรศาสตร์,19.0,177857.82142857145,Philosophy
Teacher,อ.คณะอักษรศาสตร์,18.0,38684.95555555556,Religion
Teacher,อ.คณะอักษรศาสตร์,7.0,17360.2,Technologies
Teacher,อ.คณะอักษรศาสตร์,7.0,10392.633333333333,Philosophy
Teacher,อ.คณะอักษรศาสตร์,3.0,33779.974999999984,Book
Teacher,อ.คณะอักษรศาสตร์,44.0,27671.3641025641,E Book
Teacher,อ.คณะอักษรศาสตร์,7.0,65433.325,Philosophy
Teacher,อ.คณะอักษรศาสตร์,165.0,35666.246153846165,Book
Teacher,อ.คณะอักษรศาสตร์,29.0,35178.98148148148,E Book
Teacher,อ.คณะอักษรศาสตร์,0.0,9921.716666666667,E Book for Staff
Teacher,อ.คณะอักษรศาสตร์,122.0,49349.97152777779,Languages
Teacher,อ.คณะอักษรศาสตร์,9.0,81674.98333333331,Literatures
Teacher,อ.คณะอักษรศาสตร์,23.0,40675.81,Philosophy
Teacher,อ.คณะอักษรศาสตร์,41.0,49347.22666666666,Religion
Teacher,อ.คณะอักษรศาสตร์,12.0,47946.4,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,4.0,18566.125,Social sciences
Teacher,อ.คณะอักษรศาสตร์,29.0,28356.631818181817,Technologies
Teacher,อ.คณะอักษรศาสตร์,1.0,34183.500000000015,Book
Teacher,อ.คณะอักษรศาสตร์,0.0,50666.83333333334,E Special Collection
Teacher,อ.คณะอักษรศาสตร์,1.0,54507.02564102563,Languages
Teacher,อ.คณะอักษรศาสตร์,78.0,37823.02535211268,Special Collection
Teacher,อ.คณะอักษรศาสตร์,0.0,79431.27777777777,Technologies
Teacher,อ.คณะอักษรศาสตร์,12.0,21875.341666666667,E Book
Teacher,อ.คณะอักษรศาสตร์,24.0,19217.33,Languages
Teacher,อ.คณะอักษรศาสตร์,6.0,14522.316666666668,Technologies
Teacher,อ.คณะอักษรศาสตร์,3.0,89472.73333333334,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,70.0,30662.30000000001,E Book
Teacher,อ.คณะอักษรศาสตร์,9.0,17275.716666666667,Languages
Teacher,อ.คณะอักษรศาสตร์,9.0,38838.11666666667,Literatures
Teacher,อ.คณะอักษรศาสตร์,19.0,34725.95,E Book
Teacher,อ.คณะอักษรศาสตร์,5.0,18088.475,Book
Teacher,อ.คณะอักษรศาสตร์,6.0,15890.200000000004,Literatures
Teacher,อ.คณะอักษรศาสตร์,49.0,50413.802777777775,Book
Teacher,อ.คณะอักษรศาสตร์,51.0,26833.75,E Book
Teacher,อ.คณะอักษรศาสตร์,4.0,13768.433333333332,History and Geography
Teacher,อ.คณะอักษรศาสตร์,1.0,27613.91666666667,Languages
Teacher,อ.คณะอักษรศาสตร์,4.0,4794.7625,Reserve 3
Teacher,อ.คณะอักษรศาสตร์,2.0,5862.266666666666,Reserve 3
Teacher,อ.คณะอักษรศาสตร์,28.0,44125.20694444445,E Book
Teacher,อ.คณะอักษรศาสตร์,212.0,63829.02693602696,E Book for Staff
Teacher,อ.คณะอักษรศาสตร์,30.0,42458.662820512815,Languages
Teacher,อ.คณะอักษรศาสตร์,0.0,10012.5,Laser Disc
Teacher,อ.คณะอักษรศาสตร์,2.0,16108.666666666668,Religion
Teacher,อ.คณะอักษรศาสตร์,101.0,55382.89976190474,Technologies
Teacher,อ.คณะอักษรศาสตร์,30.0,28889.15416666667,E Book
Teacher,อ.คณะอักษรศาสตร์,28.0,39005.896969696965,Book
Teacher,อ.คณะอักษรศาสตร์,108.0,31224.638888888887,E Book
Teacher,อ.คณะอักษรศาสตร์,7.0,62247.40833333334,Languages
Teacher,อ.คณะอักษรศาสตร์,3.0,53609.28333333333,Book
Teacher,อ.คณะอักษรศาสตร์,87.0,61037.667857142864,E Book
Teacher,อ.คณะอักษรศาสตร์,9.0,52232.33333333334,Languages
Teacher,อ.คณะอักษรศาสตร์,1.0,14347.2,Religion
Teacher,อ.คณะอักษรศาสตร์,2.0,11609.05,E Book
Teacher,อ.คณะอักษรศาสตร์,1.0,11608.9,Book
Teacher,อ.คณะอักษรศาสตร์,4.0,9683.816666666668,E Book
Teacher,อ.คณะอักษรศาสตร์,15.0,46342.97916666666,Book
Teacher,อ.คณะอักษรศาสตร์,18.0,44738.18333333333,E Book
Teacher,อ.คณะอักษรศาสตร์,11.0,65677.99166666668,Literatures
Teacher,อ.คณะอักษรศาสตร์,14.0,87631.48333333334,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,388.0,49349.031,Book
Teacher,อ.คณะอักษรศาสตร์,179.0,39664.67450980391,E Book
Teacher,อ.คณะอักษรศาสตร์,0.0,3134.733333333333,History and Geography
Teacher,อ.คณะอักษรศาสตร์,784.0,50017.552427184484,Languages
Teacher,อ.คณะอักษรศาสตร์,22.0,45065.811904761904,Literatures
Teacher,อ.คณะอักษรศาสตร์,22.0,48183.005555555545,Philosophy
Teacher,อ.คณะอักษรศาสตร์,69.0,36638.096875,Religion
Teacher,อ.คณะอักษรศาสตร์,14.0,14158.8,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,10.0,50438.35,Technologies
Teacher,อ.คณะอักษรศาสตร์,14.0,1.8666666666666667,Reserve 3
Teacher,อ.คณะอักษรศาสตร์,4.0,14436.95,Languages
Teacher,อ.คณะอักษรศาสตร์,4.0,27257.05,Book
Teacher,อ.คณะอักษรศาสตร์,67.0,24636.722222222223,E Book
Teacher,อ.คณะอักษรศาสตร์,180.0,24292.18484848485,Languages
Teacher,อ.คณะอักษรศาสตร์,613.0,23597.37808219177,Literatures
Teacher,อ.คณะอักษรศาสตร์,12.0,30249.35,Philosophy
Teacher,อ.คณะอักษรศาสตร์,1.0,21410.6,Philosophy
Teacher,อ.คณะอักษรศาสตร์,8.0,24695.125,Arts and recration
Teacher,อ.คณะอักษรศาสตร์,18.0,29446.45208333333,E Book
Teacher,อ.คณะอักษรศาสตร์,11.0,15707.683333333334,Languages
Teacher,อ.คณะอักษรศาสตร์,15.0,31036.541666666664,Philosophy
Teacher,อ.คณะอักษรศาสตร์,1.0,34515.18333333333,Software CD-ROM
Teacher,อ.คณะอักษรศาสตร์,1.0,2984.8,E Book
Teacher,อ.คณะอักษรศาสตร์,1.0,2984.8,Software CD-ROM
Teacher,อ.คณะอักษรศาสตร์,4.0,3525.2375,Thesis
Teacher,อ.คณะอักษรศาสตร์,5.0,18352.916666666668,Book
Teacher,อ.คณะอักษรศาสตร์,15.0,8679.011111111113,History and Geography
Teacher,อ.คณะอักษรศาสตร์,709.0,21203.6290229885,Book
Teacher,อ.คณะอักษรศาสตร์,765.0,31481.196000000014,E Book
Teacher,อ.คณะอักษรศาสตร์,68.0,30247.688888888886,History and Geography
Teacher,อ.คณะอักษรศาสตร์,185.0,24911.105284552847,Languages
Teacher,อ.คณะอักษรศาสตร์,7.0,16382.025,Reserve 7
Teacher,อ.คณะอักษรศาสตร์,5.0,31697.950000000004,Technologies
Teacher,อ.คณะอักษรศาสตร์,1.0,22516.475,Special Collection
Teacher,อ.คณะอักษรศาสตร์,10.0,48677.41666666666,Technologies
Teacher,อ.คณะอักษรศาสตร์,15.0,25493.5,E Book
Teacher,อ.คณะอักษรศาสตร์,56.0,90900.10833333334,History and Geography
Teacher,อ.คณะอักษรศาสตร์,3.0,60930.86666666668,Religion
Teacher,อ.คณะอักษรศาสตร์,0.0,95341.43333333332,Social sciences
Teacher,อ.คณะอักษรศาสตร์,0.0,47736.75,Languages
Teacher,อ.คณะอักษรศาสตร์,28.0,93983.775,Philosophy
Teacher,อ.คณะอักษรศาสตร์,59.0,64956.494444444455,Rare Book
Teacher,อ.คณะอักษรศาสตร์,5.0,1.7166666666666666,Thesis
Teacher,อ.คณะอักษรศาสตร์,56.0,59626.37916666668,E Book
Teacher,อ.คณะอักษรศาสตร์,81.0,48314.01904761903,E Special Collection
Teacher,อ.คณะอักษรศาสตร์,13.0,34527.55833333334,History and Geography
Teacher,อ.คณะอักษรศาสตร์,9.0,31734.85,Languages
Teacher,อ.คณะอักษรศาสตร์,14.0,15671.000000000002,Literatures
Teacher,อ.คณะอักษรศาสตร์,82.0,9585.463541666666,E Thesis
Teacher,อ.คณะอักษรศาสตร์,78.0,8205.931666666667,Thesis
Teacher,อ.คณะอักษรศาสตร์,11.0,9576.266666666666,Book
Teacher,อ.คณะอักษรศาสตร์,12.0,41529.76666666667,E Book
Teacher,อ.คณะอักษรศาสตร์,3.0,7149.383333333332,History and Geography
Teacher,อ.คณะเภสัชศาสตร์,2.0,40394.71666666667,Philosophy
Teacher,อ.คณะเภสัชศาสตร์,0.0,20823.590476190482,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,3.0,27894.275,Book
Teacher,อ.คณะเภสัชศาสตร์,1.0,42964.78333333333,E Book
Teacher,อ.คณะเภสัชศาสตร์,35.0,32036.887999999984,Literatures
Teacher,อ.คณะเภสัชศาสตร์,3.0,43735.93333333334,Philosophy
Teacher,อ.คณะเภสัชศาสตร์,4.0,45208.83333333334,Technologies
Teacher,อ.คณะเภสัชศาสตร์,2.0,13077.516666666665,Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,47054.28333333333,E Book
Teacher,อ.คณะเภสัชศาสตร์,44.0,42531.96133333333,Languages
Teacher,อ.คณะเภสัชศาสตร์,0.0,25840.066666666666,Social sciences
Teacher,อ.คณะเภสัชศาสตร์,3.0,38136.59166666667,Literatures
Teacher,อ.คณะเภสัชศาสตร์,0.0,27049.73333333333,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,0.0,36465.540740740755,Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,26950.987500000007,Philosophy
Teacher,อ.คณะเภสัชศาสตร์,0.0,33690.05833333333,Social sciences
Teacher,อ.คณะเภสัชศาสตร์,0.0,56291.5625,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,0.0,34454.26666666667,Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,2163.7833333333333,History and Geography
Teacher,อ.คณะเภสัชศาสตร์,2.0,18604.06666666667,Languages
Teacher,อ.คณะเภสัชศาสตร์,0.0,25944.2,Literatures
Teacher,อ.คณะเภสัชศาสตร์,1.0,36352.583333333336,Religion
Teacher,อ.คณะเภสัชศาสตร์,5.0,12827.005555555557,E Book
Teacher,อ.คณะเภสัชศาสตร์,1.0,9007.1,Languages
Teacher,อ.คณะเภสัชศาสตร์,5.0,54292.38333333333,Literatures
Teacher,อ.คณะเภสัชศาสตร์,2.0,85186.43333333332,Philosophy
Teacher,อ.คณะเภสัชศาสตร์,1.0,63507.05000000001,Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,16458.505555555555,E Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,16383.025,Book
Teacher,อ.คณะเภสัชศาสตร์,1.0,37442.16666666666,E Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,44574.56666666666,Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,36317.75,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,0.0,41620.96666666667,Book
Teacher,อ.คณะเภสัชศาสตร์,8.0,68719.7375,Languages
Teacher,อ.คณะเภสัชศาสตร์,2.0,40406.38333333333,Literatures
Teacher,อ.คณะเภสัชศาสตร์,0.0,8699.083333333334,Languages
Teacher,อ.คณะเภสัชศาสตร์,4.0,27454.088888888888,E Book
Teacher,อ.คณะเภสัชศาสตร์,5.0,81533.45833333331,Literatures
Teacher,อ.คณะเภสัชศาสตร์,2.0,12934.872222222222,Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,22060.22272727273,E Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,17141.81666666667,Literatures
Teacher,อ.คณะเภสัชศาสตร์,1.0,14502.333333333336,Book
Teacher,อ.คณะเภสัชศาสตร์,1.0,37394.15,Literatures
Teacher,อ.คณะเภสัชศาสตร์,1.0,11916.85,E Book
Teacher,อ.คณะเภสัชศาสตร์,3.0,29997.25,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,215.0,19733.08132635252,Book
Teacher,อ.คณะเภสัชศาสตร์,306.0,32344.18782152232,E Book
Teacher,อ.คณะเภสัชศาสตร์,8.0,31778.252380952385,Languages
Teacher,อ.คณะเภสัชศาสตร์,26.0,28238.17210144927,Literatures
Teacher,อ.คณะเภสัชศาสตร์,3.0,25818.522222222236,Philosophy
Teacher,อ.คณะเภสัชศาสตร์,0.0,28521.34166666667,Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,9674.4,E Book
Teacher,อ.คณะเภสัชศาสตร์,6.0,6268.727477477478,E Reference Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,28225.116666666665,Literatures
Teacher,อ.คณะเภสัชศาสตร์,0.0,22750.93333333333,Reference Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,5617.0666666666675,Literatures
Teacher,อ.คณะเภสัชศาสตร์,10.0,22993.19,Reserve 7
Teacher,อ.คณะเภสัชศาสตร์,0.0,25171.125,Reserve 3
Teacher,อ.คณะเภสัชศาสตร์,0.0,2543.0333333333333,E Thesis
Teacher,อ.คณะเภสัชศาสตร์,1.0,7451.372916666667,Thesis
Teacher,อ.คณะเภสัชศาสตร์,4.0,47699.96666666667,E Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,29105.43333333333,Literatures
Teacher,อ.คณะเภสัชศาสตร์,4.0,11390.425,E Book
Teacher,อ.คณะเภสัชศาสตร์,5.0,22646.02666666667,Literatures
Teacher,อ.คณะเภสัชศาสตร์,0.0,22313.341666666664,Arts and recration
Teacher,อ.คณะเภสัชศาสตร์,1.0,23207.0725,E Book
Teacher,อ.คณะเภสัชศาสตร์,0.0,37675.11666666667,E Book
Teacher,อ.คณะเภสัชศาสตร์,6.0,20621.13333333333,Book
Teacher,อ.คณะเภสัชศาสตร์,2.0,34644.01666666667,Languages
Teacher,อ.คณะเภสัชศาสตร์,2.0,20621.516666666666,Special Collection
Teacher,อ.คณะเภสัชศาสตร์,0.0,29221.43333333333,Special Collection
Teacher,อ.คณะเภสัชศาสตร์,1.0,27326.016666666666,Arts and recration
Teacher,อ.คณะเศรษฐศาสตร์,0.0,99602.46666666666,Languages
Teacher,อ.คณะเศรษฐศาสตร์,3.0,9775.95,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,23200.425,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,9774.85,Book
Teacher,อ.คณะเศรษฐศาสตร์,20.0,47334.38,Book
Teacher,อ.คณะเศรษฐศาสตร์,21.0,51746.84634146341,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,54512.19166666666,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,20075.158333333333,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,5567.05,Languages
Teacher,อ.คณะเศรษฐศาสตร์,3.0,11708.733333333335,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,46296.70833333334,E Book
Teacher,อ.คณะเศรษฐศาสตร์,173.0,9240.183333333338,Arts and recration
Teacher,อ.คณะเศรษฐศาสตร์,9878.0,58038.32816091957,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,63391.30000000001,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,18695.45,E Reserve 7
Teacher,อ.คณะเศรษฐศาสตร์,20.0,122387.58333333331,Languages
Teacher,อ.คณะเศรษฐศาสตร์,48.0,14208.26555555556,Literatures
Teacher,อ.คณะเศรษฐศาสตร์,18.0,19212.025000000005,Philosophy
Teacher,อ.คณะเศรษฐศาสตร์,2.0,41277.36666666667,Arts and recration
Teacher,อ.คณะเศรษฐศาสตร์,34.0,42104.598,Book
Teacher,อ.คณะเศรษฐศาสตร์,40.0,42394.76904761904,E Book
Teacher,อ.คณะเศรษฐศาสตร์,42.0,16130.592592592593,History and Geography
Teacher,อ.คณะเศรษฐศาสตร์,168.0,48723.64956896553,Languages
Teacher,อ.คณะเศรษฐศาสตร์,74.0,78069.48181818183,Religion
Teacher,อ.คณะเศรษฐศาสตร์,0.0,91088.06666666668,Reserve 3
Teacher,อ.คณะเศรษฐศาสตร์,0.0,51327.60000000001,Social sciences
Teacher,อ.คณะเศรษฐศาสตร์,0.0,27.33333333333333,Video Disc
Teacher,อ.คณะเศรษฐศาสตร์,22.0,32661.349999999995,Book
Teacher,อ.คณะเศรษฐศาสตร์,2.0,41215.01666666667,E Book
Teacher,อ.คณะเศรษฐศาสตร์,5.0,48702.806666666664,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,39642.4375,Book
Teacher,อ.คณะเศรษฐศาสตร์,51.0,11582.755555555557,History and Geography
Teacher,อ.คณะเศรษฐศาสตร์,480.0,37080.94195402299,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,69138.40833333333,E Book
Teacher,อ.คณะเศรษฐศาสตร์,59.0,45538.57968750001,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,24150.16111111111,Religion
Teacher,อ.คณะเศรษฐศาสตร์,0.0,86704.46666666666,Social sciences
Teacher,อ.คณะเศรษฐศาสตร์,3.0,49114.7,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,55867.48333333333,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,20081.766666666666,Philosophy
Teacher,อ.คณะเศรษฐศาสตร์,9.0,27344.277777777785,Arts and recration
Teacher,อ.คณะเศรษฐศาสตร์,2.0,50575.51666666666,Book
Teacher,อ.คณะเศรษฐศาสตร์,25.0,10992.609999999997,E Book
Teacher,อ.คณะเศรษฐศาสตร์,17.0,37863.34777777778,Languages
Teacher,อ.คณะเศรษฐศาสตร์,64.0,30087.808823529413,Literatures
Teacher,อ.คณะเศรษฐศาสตร์,7.0,60921.16666666666,Philosophy
Teacher,อ.คณะเศรษฐศาสตร์,0.0,62077.3,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,18784.88888888889,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,29954.066666666666,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,28887.65,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,39143.65,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,28891.18333333333,History and Geography
Teacher,อ.คณะเศรษฐศาสตร์,0.0,26609.3125,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,35516.838888888895,Philosophy
Teacher,อ.คณะเศรษฐศาสตร์,0.0,10431.2,Religion
Teacher,อ.คณะเศรษฐศาสตร์,499.0,385122.8782407408,Arts and recration
Teacher,อ.คณะเศรษฐศาสตร์,1337.0,287781.0665178572,Book
Teacher,อ.คณะเศรษฐศาสตร์,11208.0,329966.64577840536,E Book
Teacher,อ.คณะเศรษฐศาสตร์,17.0,58931.15,E Reserve 5h
Teacher,อ.คณะเศรษฐศาสตร์,51.0,146636.15555555554,E Reserve 7
Teacher,อ.คณะเศรษฐศาสตร์,0.0,97908.76666666666,E Special Collection
Teacher,อ.คณะเศรษฐศาสตร์,17.0,140830.63333333333,History and Geography
Teacher,อ.คณะเศรษฐศาสตร์,5061.0,342954.6039192399,Languages
Teacher,อ.คณะเศรษฐศาสตร์,748.0,451718.47638888896,Literatures
Teacher,อ.คณะเศรษฐศาสตร์,188.0,307591.53928571433,Philosophy
Teacher,อ.คณะเศรษฐศาสตร์,54.0,236635.47666666665,Religion
Teacher,อ.คณะเศรษฐศาสตร์,17.0,269259.2,Reserve 3
Teacher,อ.คณะเศรษฐศาสตร์,34.0,465159.6083333333,Software CD-ROM
Teacher,อ.คณะเศรษฐศาสตร์,0.0,1618.3,Thesis
Teacher,อ.คณะเศรษฐศาสตร์,17.0,31665.325,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,76540.68888888888,Languages
Teacher,อ.คณะเศรษฐศาสตร์,0.0,11654.216666666667,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,10185.283333333333,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,20147.916666666668,Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,10377.883333333333,Literatures
Teacher,อ.คณะเศรษฐศาสตร์,0.0,37611.76666666667,E Book for Staff
Teacher,อ.คณะเศรษฐศาสตร์,1.0,50543.96666666667,Book
Teacher,อ.คณะเศรษฐศาสตร์,2.0,10405.266666666666,E Book
Teacher,อ.คณะเศรษฐศาสตร์,0.0,43280.01666666667,Book
