degree,description,checkout_count,duration_min,content
Alumni,Member A (Alumni),21.0,45454.871428571416,Book
Alumni,Member A (Alumni),57.0,137613.4710526316,E Book
Alumni,Member A (Alumni),6.0,18950.525,Languages
Alumni,Member A (Alumni),3.0,131993.1,Book
Alumni,Member A (Alumni),6.0,51259.39166666666,E Book
Alumni,OAR Member A (Alumni),10.0,12236.165217391304,History and Geography
Alumni,OAR Member A (Alumni),19.0,14045.025,E Book
Alumni,OAR Member A (Alumni),0.0,12197.311538461541,History and Geography
Alumni,OAR Member A (Alumni),2.0,14387.85,Languages
Alumni,OAR Member A (Alumni),0.0,2127.633333333333,Literatures
Alumni,OAR Member A (Alumni),0.0,9069.586666666666,Book
Alumni,OAR Member A (Alumni),0.0,5659.6833333333325,E Book
Alumni,OAR Member A (Alumni),6.0,13173.495454545458,History and Geography
Alumni,OAR Member A (Alumni),24.0,24039.55833333333,Languages
Alumni,OAR Member A (Alumni),0.0,2717.116666666667,Literatures
Alumni,OAR Member A (Alumni),0.0,1095.4166666666667,Reserve 7
Alumni,OAR Member A (Alumni),0.0,22798.9,Arts and recration
Alumni,OAR Member A (Alumni),610.0,17356.526720047455,Book
Alumni,OAR Member A (Alumni),294.0,19943.164095238102,E Book
Alumni,OAR Member A (Alumni),4.0,18230.333333333336,E Book for Staff
Alumni,OAR Member A (Alumni),0.0,21154.7625,E Reserve 7
Alumni,OAR Member A (Alumni),7.0,10646.559523809525,History and Geography
Alumni,OAR Member A (Alumni),60.0,20233.232407407413,Languages
Alumni,OAR Member A (Alumni),6.0,11308.613333333335,Literatures
Alumni,OAR Member A (Alumni),0.0,20002.708333333336,Philosophy
Alumni,OAR Member A (Alumni),24.0,23161.214912280702,Religion
Alumni,OAR Member A (Alumni),0.0,21702.358333333334,Reserve 3
Alumni,OAR Member A (Alumni),0.0,5816.2,Reserve 7
Alumni,OAR Member A (Alumni),25.0,37266.81458333334,Social sciences
Alumni,OAR Member A (Alumni),10.0,19941.25,Special Collection
Alumni,OAR Member A (Alumni),38.0,21685.424019607843,Technologies
Alumni,OAR Member A (Alumni),15.0,18270.41904761904,Book
Alumni,OAR Member A (Alumni),18.0,27463.190277777783,E Book
Alumni,OAR Member A (Alumni),0.0,18092.483333333334,History and Geography
Alumni,OAR Member A (Alumni),3.0,24323.375,Languages
Alumni,OAR Member A (Alumni),1.0,23930.85833333333,Reserve 3
Alumni,OAR Member A (Alumni),1.0,25046.083333333336,Technologies
Alumni,OAR Member A (Alumni),2.0,5667.466666666667,Laser Disc
Alumni,OAR Member A (Alumni),15.0,5234.1925925925925,E Book
Alumni,OAR Member A (Alumni),0.0,2697.85,E Book for Staff
Alumni,OAR Member A (Alumni),15.0,5189.3679999999995,E Reserve 7
Alumni,OAR Member A (Alumni),15.0,5147.551666666666,Fulltext CD-ROM
Alumni,OAR Member A (Alumni),4.0,5119.469999999998,Laser Disc
Alumni,OAR Member A (Alumni),0.0,7324.633333333332,Reserve 3
Alumni,OAR Member A (Alumni),0.0,5754.175,Technologies
Alumni,OAR Member A (Alumni),2.0,2636.25,Video Disc
Alumni,OAR Member A (Alumni),130.0,16036.681439393931,E Book
Alumni,OAR Member A (Alumni),1.0,18484.25,Technologies
Alumni,OAR Member A (Alumni),1.0,5667.0999999999985,Book
Alumni,OAR Member A (Alumni),0.0,11263.303703703703,E Book
Alumni,OAR Member A (Alumni),3.0,27826.35,Special Collection
Alumni,OAR Member A (Alumni),7.0,21001.31666666667,Rare Book
Alumni,OAR Member A (Alumni),0.0,7881.130000000003,E Reserve 7
Alumni,OAR Member A (Alumni),0.0,7881.130000000003,Fulltext CD-ROM
Alumni,OAR Member A (Alumni),0.0,11508.7,Technologies
Alumni,OAR Member A (Alumni),0.0,2627.088888888889,Book
Alumni,OAR Member A (Alumni),0.0,2627.088888888889,Special Collection
Alumni,OAR Member A (Alumni),0.0,4713.508333333333,Book
Alumni,OAR Member A (Alumni),0.0,20083.516666666666,Languages
Alumni,OAR Member A (Alumni),0.0,4713.508333333333,Reserve 7
Alumni,OAR Member A (Alumni),9.0,9451.263333333334,Book
Alumni,OAR Member A (Alumni),6.0,7564.766666666667,E Book
Alumni,OAR Member A (Alumni),0.0,11473.933333333332,E Book for Staff
Alumni,OAR Member A (Alumni),15.0,9307.903875968992,E Reserve 7
Alumni,OAR Member A (Alumni),8.0,9960.977956989249,Fulltext CD-ROM
Alumni,OAR Member A (Alumni),2.0,9947.65,Kit
Alumni,OAR Member A (Alumni),2.0,9947.65,Laser Disc
Alumni,OAR Member A (Alumni),1.0,10213.158333333333,Reserve 3
Alumni,OAR Member A (Alumni),7.0,7876.666666666668,Reserve 7
Alumni,OAR Member A (Alumni),0.0,6058.5583333333325,Social sciences
Alumni,OAR Member A (Alumni),10.0,10968.828571428572,Technologies
Alumni,OAR Member A (Alumni),0.0,11287.1,Book
Alumni,OAR Member A (Alumni),0.0,11287.1,E Book
Alumni,OAR Member A (Alumni),0.0,11287.1,Reserve 3
Alumni,OAR Member A (Alumni),51.0,25608.063821138217,Book
Alumni,OAR Member A (Alumni),8.0,14552.241452991453,E Book
Alumni,OAR Member A (Alumni),0.0,10222.366666666667,Languages
Alumni,OAR Member A (Alumni),0.0,10204.383333333333,Reserve 7
Alumni,OAR Member A (Alumni),0.0,229.6083333333333,Social sciences
Alumni,OAR Member A (Alumni),4.0,25208.316666666666,Technologies
Alumni,OAR Member A (Alumni),33.0,5616.241666666666,Thesis
Alumni,OAR Member A (Alumni),0.0,10000.433333333332,Book
Alumni,OAR Member A (Alumni),0.0,13532.95,E Book
Alumni,OAR Member A (Alumni),0.0,20423.35,E Book for Staff
Alumni,OAR Member A (Alumni),0.0,20148.066666666666,Literatures
Alumni,OAR Member A (Alumni),1.0,4121.583333333334,Arts and recration
Alumni,OAR Member A (Alumni),5.0,36295.6875,Book
Alumni,OAR Member A (Alumni),3.0,32595.800000000014,E Book
Alumni,OAR Member A (Alumni),5.0,47657.41666666666,History and Geography
Alumni,OAR Member A (Alumni),5.0,42039.316666666666,Languages
Alumni,OAR Member A (Alumni),4.0,24563.85833333333,Literatures
Alumni,OAR Member A (Alumni),0.0,20225.533333333333,Social sciences
Alumni,OAR Member A (Alumni),0.0,32863.316666666666,Technologies
Alumni,OAR Member A (Alumni),557.0,30816.266244725757,Arts and recration
Alumni,OAR Member A (Alumni),5289.0,29649.48640513772,Book
Alumni,OAR Member A (Alumni),818.0,30517.00000000001,E Book
Alumni,OAR Member A (Alumni),12.0,18249.427777777782,E Book for Staff
Alumni,OAR Member A (Alumni),31.0,35054.0462962963,E Reserve 7
Alumni,OAR Member A (Alumni),12.0,5337.633333333334,E Special Collection
Alumni,OAR Member A (Alumni),5.0,40366.96666666667,Fulltext CD-ROM
Alumni,OAR Member A (Alumni),5.0,8642.000000000002,History and Geography
Alumni,OAR Member A (Alumni),20.0,34044.99722222221,Languages
Alumni,OAR Member A (Alumni),25.0,39786.36,Laser Disc
Alumni,OAR Member A (Alumni),3567.0,29840.69429352959,Literatures
Alumni,OAR Member A (Alumni),1552.0,33390.74591836736,Philosophy
Alumni,OAR Member A (Alumni),13.0,19238.416666666668,Religion
Alumni,OAR Member A (Alumni),9.0,20087.58333333333,Reserve 3
Alumni,OAR Member A (Alumni),0.0,50391.26666666667,Reserve 7
Alumni,OAR Member A (Alumni),25.0,34541.52083333333,Software CD-ROM
Alumni,OAR Member A (Alumni),5.0,24433.21666666667,Special Collection
Alumni,OAR Member A (Alumni),977.0,24733.74829059828,Technologies
Alumni,OAR Member A (Alumni),0.0,17343.566666666666,Arts and recration
Alumni,OAR Member A (Alumni),6493.0,27977.679872270277,Book
Alumni,OAR Member A (Alumni),580.0,27220.727398989897,E Book
Alumni,OAR Member A (Alumni),0.0,37850.583333333336,E Book for Staff
Alumni,OAR Member A (Alumni),993.0,28670.141269841264,History and Geography
Alumni,OAR Member A (Alumni),7750.0,28721.224935275033,Languages
Alumni,OAR Member A (Alumni),0.0,20116.233333333334,Laser Disc
Alumni,OAR Member A (Alumni),4.0,19271.57777777778,Literatures
Alumni,OAR Member A (Alumni),2.0,16909.377777777776,Philosophy
Alumni,OAR Member A (Alumni),2372.0,25808.595385674907,Religion
Alumni,OAR Member A (Alumni),20.0,78836.66904761903,Reserve 3
Alumni,OAR Member A (Alumni),56.0,29896.11274509804,Reserve 7
Alumni,OAR Member A (Alumni),1625.0,24587.460395364706,Social sciences
Alumni,OAR Member A (Alumni),5.0,21671.533333333333,Special Collection
Alumni,OAR Member A (Alumni),0.0,32336.74166666667,Technologies
Alumni,OAR Member A (Alumni),0.0,36.38333333333333,Book
Alumni,OAR Member A (Alumni),5.0,14.133333333333333,E Book
Alumni,OAR Member A (Alumni),5.0,25.25833333333333,Laser Disc
Alumni,OAR Member A (Alumni),16.0,72.40952380952379,Technologies
Alumni,OAR Member A (Alumni),40.0,107.90555555555555,Video Disc
Alumni,OAR Member A (Alumni),0.0,20033.783333333333,E Book
Alumni,OAR Member A (Alumni),4.0,19692.45833333333,Arts and recration
Alumni,OAR Member A (Alumni),98.0,19712.978763440868,Book
Alumni,OAR Member A (Alumni),1.0,12956.632539682541,E Book
Alumni,OAR Member A (Alumni),0.0,15546.45,History and Geography
Alumni,OAR Member A (Alumni),55.0,17944.107575757575,Languages
Alumni,OAR Member A (Alumni),6.0,11589.441666666668,Literatures
Alumni,OAR Member A (Alumni),16.0,20622.696153846147,Philosophy
Alumni,OAR Member A (Alumni),0.0,26412.66666666667,Religion
Alumni,OAR Member A (Alumni),4.0,9114.380555555555,Social sciences
Alumni,OAR Member A (Alumni),0.0,18692.33333333333,Technologies
Alumni,OAR Member A (Alumni),2.0,14650.411111111109,Book
Alumni,OAR Member A (Alumni),5.0,29963.48333333333,E Book
Alumni,OAR Member A (Alumni),0.0,11579.4,History and Geography
Alumni,OAR Member A (Alumni),0.0,14685.983333333335,Literatures
Alumni,OAR Member A (Alumni),0.0,10901.011111111113,Arts and recration
Alumni,OAR Member A (Alumni),21.0,8630.608333333334,Book
Alumni,OAR Member A (Alumni),28.0,9924.075925925928,E Reserve 7
Alumni,OAR Member A (Alumni),24.0,11406.563725490196,History and Geography
Alumni,OAR Member A (Alumni),0.0,8696.816666666668,Languages
Alumni,OAR Member A (Alumni),3.0,11421.675,Literatures
Alumni,OAR Member A (Alumni),0.0,8712.566666666668,Reserve 3
Alumni,OAR Member A (Alumni),63.0,9048.042156862744,Reserve 7
Alumni,OAR Member A (Alumni),6.0,8603.750000000002,Social sciences
Alumni,OAR Member A (Alumni),1.0,6078.766666666666,Technologies
Alumni,OAR Member A (Alumni),7.0,7360.016666666666,History and Geography
Alumni,OAR Member A (Alumni),7.0,10163.525,Reserve 7
Alumni,OAR Member A (Alumni),5.0,9361.216666666667,Social sciences
Alumni,OAR Member A (Alumni),0.0,30351.975,Technologies
Alumni,OAR Member A (Alumni),37.0,20431.666666666668,Arts and recration
Alumni,OAR Member A (Alumni),1775.0,27367.461356321837,Book
Alumni,OAR Member A (Alumni),7.0,33160.61166666668,E Book
Alumni,OAR Member A (Alumni),125.0,19547.811764705883,History and Geography
Alumni,OAR Member A (Alumni),573.0,24762.089549839224,Languages
Alumni,OAR Member A (Alumni),110.0,19426.632828282818,Literatures
Alumni,OAR Member A (Alumni),341.0,24924.5325958702,Philosophy
Alumni,OAR Member A (Alumni),0.0,50423.33333333333,Rare Book
Alumni,OAR Member A (Alumni),61.0,20884.86901709401,Religion
Alumni,OAR Member A (Alumni),0.0,11998.666666666664,Reserve 7
Alumni,OAR Member A (Alumni),246.0,21371.40555555555,Social sciences
Alumni,OAR Member A (Alumni),31.0,13764.385374149655,Technologies
Alumni,OAR Member A (Alumni),49.0,13057.25761904762,Book
Alumni,OAR Member A (Alumni),6.0,26897.01344086021,E Book
Alumni,OAR Member A (Alumni),4.0,24408.283333333336,History and Geography
Alumni,OAR Member A (Alumni),0.0,33563.28333333333,Languages
Alumni,OAR Member A (Alumni),3.0,31884.055555555547,Literatures
Alumni,OAR Member A (Alumni),0.0,30366.4,Philosophy
Alumni,OAR Member A (Alumni),2.0,44760.80833333334,Religion
Alumni,OAR Member A (Alumni),6.0,19993.658333333333,Social sciences
Alumni,OAR Member A (Alumni),0.0,12.9,Book
Alumni,OAR Member A (Alumni),0.0,19643.949444444443,Arts and recration
Alumni,OAR Member A (Alumni),9.0,19731.366666666665,Book
Alumni,OAR Member A (Alumni),2.0,19570.672727272726,E Book
Alumni,OAR Member A (Alumni),42.0,17307.374193548392,Languages
Alumni,OAR Member A (Alumni),118.0,25366.094642857148,Literatures
Alumni,OAR Member A (Alumni),11.0,29649.882352941182,Philosophy
Alumni,OAR Member A (Alumni),0.0,17101.6125,Religion
Alumni,OAR Member A (Alumni),2.0,39917.36666666667,Software CD-ROM
Alumni,OAR Member A (Alumni),2.0,11189.216666666667,E Book
Alumni,OAR Member A (Alumni),2.0,11189.216666666667,Software CD-ROM
Alumni,OAR Member A (Alumni),0.0,21846.80555555556,Literatures
Alumni,OAR Member A (Alumni),8.0,39020.35833333334,Book
Alumni,OAR Member A (Alumni),0.0,17494.05,E Book
Alumni,OAR Member A (Alumni),38.0,19065.88866666667,Book
Alumni,OAR Member A (Alumni),5.0,18804.37936507936,E Book
Alumni,OAR Member A (Alumni),21.0,19410.565591397848,History and Geography
Alumni,OAR Member A (Alumni),37.0,16903.87003968254,Languages
Alumni,OAR Member A (Alumni),10.0,25504.83086419753,Literatures
Alumni,OAR Member A (Alumni),36.0,27036.295,Philosophy
Alumni,OAR Member A (Alumni),8.0,21469.39583333333,Religion
Alumni,OAR Member A (Alumni),0.0,16815.094444444443,Technologies
Alumni,OAR Member A (Alumni),10.0,22226.875,Languages
Alumni,OAR Member A (Alumni),34.0,8458.16907894737,Thesis
Alumni,OAR Member A (Alumni),0.0,6936.006666666667,Book
Alumni,OAR Member A (Alumni),0.0,8187.406481481482,E Book
Alumni,OAR Member A (Alumni),0.0,8006.850000000001,Literatures
Alumni,OAR Member A (Alumni),0.0,19507.3875,Arts and recration
Alumni,OAR Member A (Alumni),7.0,11412.893333333332,Book
Alumni,OAR Member A (Alumni),8.0,14752.276666666667,E Book
Alumni,OAR Member A (Alumni),24.0,15228.762698412695,Languages
Alumni,OAR Member A (Alumni),0.0,12225.983333333335,Literatures
Alumni,OAR Member A (Alumni),0.0,12789.433333333332,Software CD-ROM
Alumni,OAR Member A (Alumni),3.0,13722.658333333333,Arts and recration
Alumni,OAR Member A (Alumni),16.0,14822.573456790125,Book
Alumni,OAR Member A (Alumni),4.0,22853.85666666667,E Book
Alumni,OAR Member A (Alumni),6.0,34835.88636363636,History and Geography
Alumni,OAR Member A (Alumni),58.0,19012.828703703704,Languages
Alumni,OAR Member A (Alumni),0.0,14984.31785714286,Literatures
Alumni,OAR Member A (Alumni),17.0,41431.10000000001,Philosophy
Alumni,OAR Member A (Alumni),1.0,17601.515000000007,Religion
Alumni,OAR Member A (Alumni),2.0,16179.58333333333,Technologies
Alumni,OAR Member A (Alumni),0.0,8950.6625,Languages
Alumni,OAR Member A (Alumni),0.0,12959.366666666665,Literatures
Alumni,OAR Member A (Alumni),53.0,23496.79333333333,Special Collection
Alumni,OAR Member A (Alumni),0.0,26499.483333333334,Technologies
Alumni,OAR Member A (Alumni),14.0,17766.2875,Book
Alumni,OAR Member A (Alumni),3.0,37062.96666666667,Arts and recration
Alumni,OAR Member A (Alumni),0.0,40296.91666666666,Book
Alumni,OAR Member A (Alumni),0.0,17049.52435897436,Languages
Alumni,OAR Member A (Alumni),0.0,26777.88333333333,Special Collection
Alumni,OAR Member A (Alumni),0.0,1553.55,Social sciences
Alumni,OAR Member A (Alumni),12.0,25485.76481481482,Arts and recration
Alumni,OAR Member A (Alumni),58.0,32715.338034188037,Book
Alumni,OAR Member A (Alumni),138.0,30145.127243589744,E Book
Alumni,OAR Member A (Alumni),1.0,19823.116666666665,History and Geography
Alumni,OAR Member A (Alumni),2.0,20234.07083333333,Languages
Alumni,OAR Member A (Alumni),25.0,24371.279012345683,Literatures
Alumni,OAR Member A (Alumni),4.0,38588.27083333333,Philosophy
Alumni,OAR Member A (Alumni),0.0,9751.533333333333,Social sciences
Alumni,OAR Member A (Alumni),6.0,27693.39444444445,Book
Alumni,OAR Member A (Alumni),8.0,60710.4,E Book
Alumni,OAR Member A (Alumni),2.0,1626.716666666667,Philosophy
Alumni,OAR Member A (Alumni),0.0,10098.533333333333,E Book
Alumni,OAR Member A (Alumni),1.0,10605.0,Literatures
Alumni,OAR Member A (Alumni),75.0,14955.748611111108,Book
Alumni,OAR Member A (Alumni),0.0,40075.8,E Book
Alumni,OAR Member A (Alumni),0.0,9998.516666666666,History and Geography
Alumni,OAR Member A (Alumni),10.0,13291.672222222222,Languages
Alumni,OAR Member A (Alumni),5.0,16260.2,Philosophy
Alumni,OAR Member A (Alumni),9.0,21512.627777777776,Arts and recration
Alumni,OAR Member A (Alumni),6.0,28489.675,Book
Alumni,OAR Member A (Alumni),3.0,13870.9,E Book
Alumni,OAR Member A (Alumni),24.0,12389.203395061731,E Book for Staff
Alumni,OAR Member A (Alumni),0.0,7365.388888888888,Software CD-ROM
Alumni,OAR Member A (Alumni),24.0,17381.17,Technologies
Alumni,OAR Member A (Alumni),35.0,17021.387179487174,E Book
Alumni,OAR Member A (Alumni),87.0,20448.949546485263,Book
Alumni,OAR Member A (Alumni),10.0,28411.537681159414,E Book
Alumni,OAR Member A (Alumni),47.0,24082.4325203252,Languages
Alumni,OAR Member A (Alumni),0.0,17387.958333333336,Literatures
Alumni,OAR Member A (Alumni),31.0,20597.686904761904,Book
Alumni,OAR Member A (Alumni),93.0,19291.6225,E Book
Alumni,OAR Member A (Alumni),50.0,19571.72685185185,Languages
Alumni,OAR Member A (Alumni),5.0,10663.383333333333,Social sciences
Alumni,OAR Member A (Alumni),0.0,8796.944444444443,E Reference Book
Alumni,OAR Member A (Alumni),17.0,7675.135999999999,Thesis
Alumni,OAR Member A (Alumni),0.0,38526.88333333333,Book
Alumni,OAR Member A (Alumni),1.0,20290.094444444443,E Book
Alumni,OAR Member A (Alumni),0.0,156.85,Languages
Alumni,OAR Member A (Alumni),6.0,23052.088888888888,Book
Alumni,OAR Member A (Alumni),6.0,18196.783333333336,Literatures
Alumni,OAR Member A (Alumni),5.0,19765.933333333334,E Book
Alumni,OAR Member A (Alumni),0.0,12543.933333333334,Book
Alumni,OAR Member A (Alumni),0.0,16655.966666666667,E Book
Alumni,OAR Member A (Alumni),0.0,1561.2333333333331,Reserve 3
Alumni,OAR Member A (Alumni),0.0,1334.75,Thesis
Alumni,OAR Member A (Alumni),5.0,24997.691666666666,Arts and recration
Alumni,OAR Member A (Alumni),207.0,19333.45538922154,Book
Alumni,OAR Member A (Alumni),186.0,24230.75254237288,E Book
Alumni,OAR Member A (Alumni),0.0,8356.416666666668,History and Geography
Alumni,OAR Member A (Alumni),548.0,23735.6503192848,Languages
Alumni,OAR Member A (Alumni),8.0,20101.592857142856,Literatures
Alumni,OAR Member A (Alumni),9.0,22365.37708333333,Philosophy
Alumni,OAR Member A (Alumni),0.0,26253.87777777777,Religion
Alumni,OAR Member A (Alumni),4.0,30057.53333333333,Reserve 3
Alumni,OAR Member A (Alumni),6.0,18456.105555555558,Reserve 7
Alumni,OAR Member A (Alumni),8.0,21454.771428571432,Social sciences
Alumni,OAR Member A (Alumni),0.0,11512.016666666665,Technologies
Alumni,OAR Member A (Alumni),0.0,3142.066666666666,Thesis
Alumni,OAR Member A (Alumni),10.0,11370.725000000002,Book
Alumni,OAR Member A (Alumni),0.0,24308.66666666667,E Book
Alumni,OAR Member A (Alumni),3.0,37346.6,History and Geography
Alumni,OAR Member A (Alumni),15.0,8525.005555555557,Languages
Alumni,OAR Member A (Alumni),2.0,49248.17000000001,Literatures
Alumni,OAR Member A (Alumni),4.0,30389.85,Philosophy
Alumni,OAR Member A (Alumni),0.0,30648.43333333333,Technologies
Alumni,OAR Member A (Alumni),6.0,16268.42777777778,Arts and recration
Alumni,OAR Member A (Alumni),0.0,14996.3625,E Book
Alumni,OAR Member A (Alumni),0.0,14996.3625,E Reserve 7
Alumni,OAR Member A (Alumni),0.0,14997.644444444444,Languages
Alumni,OAR Member A (Alumni),0.0,12252.761111111111,Literatures
Alumni,OAR Member A (Alumni),16.0,12525.238888888889,Arts and recration
Alumni,OAR Member A (Alumni),68.0,19521.15107526882,E Book
Alumni,OAR Member A (Alumni),3.0,8186.705555555555,Languages
Alumni,OAR Member A (Alumni),0.0,8575.2,Literatures
Alumni,OAR Member A (Alumni),22.0,23770.505,Philosophy
Alumni,OAR Member A (Alumni),15.0,17809.666666666668,Software CD-ROM
Alumni,OAR Member A (Alumni),6.0,3523.266666666667,E Book
Alumni,OAR Member A (Alumni),2.0,11521.866666666667,Philosophy
Alumni,OAR Member A (Alumni),8.0,2686.877777777778,Software CD-ROM
Alumni,OAR Member A (Alumni),0.0,5160.288888888889,Thesis
Alumni,OAR Member A (Alumni),438.0,20488.486988304085,Book
Alumni,OAR Member A (Alumni),675.0,25573.69008264464,E Book
Alumni,OAR Member A (Alumni),19.0,14330.01,History and Geography
Alumni,OAR Member A (Alumni),163.0,25007.790293040307,Languages
Alumni,OAR Member A (Alumni),6.0,18689.641666666666,Literatures
Alumni,OAR Member A (Alumni),0.0,17183.166666666668,Philosophy
Alumni,OAR Member A (Alumni),4.0,21633.63333333333,Reserve 3
Alumni,OAR Member A (Alumni),0.0,4353.200000000002,Social sciences
Alumni,OAR Member A (Alumni),0.0,1420.75,Technologies
Alumni,OAR Member A (Alumni),1.0,17354.5,Languages
Alumni,OAR Member A (Alumni),18.0,22698.50333333333,Book
Alumni,OAR Member A (Alumni),8.0,32109.65,E Book
Alumni,OAR Member A (Alumni),56.0,30194.148809523813,Languages
Alumni,OAR Member A (Alumni),4.0,37464.43333333333,Religion
Alumni,OAR Member A (Alumni),8.0,28552.78333333333,Social sciences
Alumni,OAR Member A (Alumni),0.0,24266.516666666666,Book
Alumni,OAR Member A (Alumni),5.0,23401.91666666667,Philosophy
Alumni,OAR Member A (Alumni),0.0,24266.516666666666,Rare Book
Alumni,OAR Member A (Alumni),0.0,48497.55,Social sciences
Alumni,OAR Member A (Alumni),0.0,29415.624999999996,E Book
Alumni,OAR Member A (Alumni),0.0,18956.1,E Special Collection
Alumni,OAR Member A (Alumni),5.0,10710.983333333334,History and Geography
Alumni,OAR Member A (Alumni),0.0,13670.583333333332,Languages
Alumni,OAR Member A (Alumni),0.0,8183.383333333334,Book
Alumni,OAR Member A (Alumni),26.0,8463.029629629631,E Thesis
Alumni,OAR Member A (Alumni),95.0,8222.407070707071,Thesis
Alumni,OAR Member A (Alumni),0.0,6949.861403508772,E Book
Alumni,OAR Member A (Alumni),0.0,2695.0,Book
Alumni,OAR Member A (E Alumni),0.0,11031.155555555551,E Book
Alumni,OAR Member A (E Alumni),0.0,70543.83333333331,Philosophy
Alumni,OAR Member A (E Alumni),0.0,31089.74404761905,Languages
Alumni,OAR Member A (E Alumni),0.0,1425.55,Social sciences
Alumni,OAR Member A (E Alumni),0.0,738.825,Book
Alumni,OAR Member A (E Alumni),0.0,9388.312962962964,E Book
Alumni,OAR Member A (E Alumni),0.0,8194.105555555556,Languages
Alumni,OAR Member A (E Alumni),0.0,8564.883333333335,Thesis
Alumni,OAR Member B (Alumni),0.0,14905.408333333333,E Book
Alumni,OAR Member B (Alumni),0.0,15224.253787878786,History and Geography
Alumni,OAR Member B (Alumni),0.0,15354.720833333333,History and Geography
Alumni,OAR Member B (Alumni),0.0,16664.716666666667,Languages
Alumni,OAR Member B (Alumni),0.0,18023.02,Book
Alumni,OAR Member B (Alumni),0.0,16338.542592592596,History and Geography
Alumni,OAR Member B (Alumni),0.0,9756.362499999996,Languages
Alumni,OAR Member B (Alumni),0.0,7232.108333333334,Philosophy
Alumni,OAR Member B (Alumni),0.0,41464.01666666667,Reserve 7
Alumni,OAR Member B (Alumni),0.0,22045.816666666666,Arts and recration
Alumni,OAR Member B (Alumni),0.0,24854.228494623658,Book
Alumni,OAR Member B (Alumni),0.0,32573.06197916667,E Book
Alumni,OAR Member B (Alumni),0.0,33750.56333333333,History and Geography
Alumni,OAR Member B (Alumni),0.0,26916.016666666666,Languages
Alumni,OAR Member B (Alumni),0.0,16046.6,Literatures
Alumni,OAR Member B (Alumni),0.0,41377.92857142857,Religion
Alumni,OAR Member B (Alumni),0.0,30800.379166666666,Social sciences
Alumni,OAR Member B (Alumni),0.0,18906.791666666668,Technologies
Alumni,OAR Member B (Alumni),0.0,22329.75833333334,Book
Alumni,OAR Member B (Alumni),0.0,40181.05,History and Geography
Alumni,OAR Member B (Alumni),0.0,24545.45,Book
Alumni,OAR Member B (Alumni),0.0,7239.8,E Book
Alumni,OAR Member B (Alumni),0.0,29949.93333333333,Social sciences
Alumni,OAR Member B (Alumni),0.0,8437.133333333335,E Book
Alumni,OAR Member B (Alumni),0.0,22994.116666666665,Technologies
Alumni,OAR Member B (Alumni),0.0,18783.0,E Book
Alumni,OAR Member B (Alumni),0.0,26250.427962962964,Arts and recration
Alumni,OAR Member B (Alumni),0.0,18915.27857142857,Book
Alumni,OAR Member B (Alumni),0.0,26242.02173913044,E Book
Alumni,OAR Member B (Alumni),0.0,17297.425,Languages
Alumni,OAR Member B (Alumni),0.0,22491.82125,Literatures
Alumni,OAR Member B (Alumni),0.0,25424.90645161291,Philosophy
Alumni,OAR Member B (Alumni),0.0,32362.10833333333,Technologies
Alumni,OAR Member B (Alumni),0.0,13872.494306930688,Book
Alumni,OAR Member B (Alumni),0.0,20082.99935897436,E Book
Alumni,OAR Member B (Alumni),0.0,23507.895833333325,History and Geography
Alumni,OAR Member B (Alumni),0.0,18654.734686971235,Languages
Alumni,OAR Member B (Alumni),0.0,30142.7,Laser Disc
Alumni,OAR Member B (Alumni),0.0,2498.15,Literatures
Alumni,OAR Member B (Alumni),0.0,5543.9,Philosophy
Alumni,OAR Member B (Alumni),0.0,26662.835130718955,Religion
Alumni,OAR Member B (Alumni),0.0,18620.183333333334,Reserve 7
Alumni,OAR Member B (Alumni),0.0,19078.11666666667,Social sciences
Alumni,OAR Member B (Alumni),0.0,88.23750000000003,Technologies
Alumni,OAR Member B (Alumni),0.0,8038.608333333334,Video Disc
Alumni,OAR Member B (Alumni),0.0,2708.25,Arts and recration
Alumni,OAR Member B (Alumni),0.0,17560.5,Book
Alumni,OAR Member B (Alumni),0.0,22195.49583333333,Languages
Alumni,OAR Member B (Alumni),0.0,27569.6,History and Geography
Alumni,OAR Member B (Alumni),0.0,9952.355555555556,E Reserve 7
Alumni,OAR Member B (Alumni),0.0,9232.484848484848,History and Geography
Alumni,OAR Member B (Alumni),0.0,8622.388888888889,Literatures
Alumni,OAR Member B (Alumni),0.0,13513.183333333334,Social sciences
Alumni,OAR Member B (Alumni),0.0,19184.67435897436,Arts and recration
Alumni,OAR Member B (Alumni),0.0,11498.274999999996,Book
Alumni,OAR Member B (Alumni),0.0,18173.07,E Book
Alumni,OAR Member B (Alumni),0.0,19929.15,History and Geography
Alumni,OAR Member B (Alumni),0.0,14637.49104477611,Languages
Alumni,OAR Member B (Alumni),0.0,26055.43,Literatures
Alumni,OAR Member B (Alumni),0.0,6807.283333333335,Philosophy
Alumni,OAR Member B (Alumni),0.0,23072.617857142857,Religion
Alumni,OAR Member B (Alumni),0.0,25442.25083333333,Social sciences
Alumni,OAR Member B (Alumni),0.0,25302.291666666664,Technologies
Alumni,OAR Member B (Alumni),0.0,15016.925,E Book
Alumni,OAR Member B (Alumni),0.0,14388.783333333333,E Book for Staff
Alumni,OAR Member B (Alumni),0.0,22479.861111111117,E Book
Alumni,OAR Member B (Alumni),0.0,14432.531944444449,Languages
