Bachelor,Master,Doctor,Teacher,Alumni
8.86060185185185,,,,
13.042939814814812,,,,
13.895277777777778,,,,
7.13074074074074,,,,
17.93241898148148,,,,
11.602789351851854,,,,
18.993877314814814,,,,
1.952465277777778,,,,
12.683275462962964,,,,
11.81699074074074,,,,
12.853240740740741,,,,
9.842546296296295,,,,
3.765393518518519,,,,
24.98491898148148,,,,
29.027256944444446,,,,
18.9605787037037,,,,
28.018009259259255,,,,
25.039918981481478,,,,
12.07400462962963,,,,
15.101689814814815,,,,
1.04181712962963,,,,
3.9871527777777778,,,,
3.8432870370370362,,,,
28.911215277777778,,,,
17.747233796296296,,,,
10.000023148148149,,,,
8.810613425925926,,,,
14.142083333333332,,,,
22.912546296296302,,,,
12.13800925925926,,,,
3.8779166666666667,,,,
13.985092592592592,,,,
14.240555555555556,,,,
18.069305555555555,,,,
13.56931712962963,,,,
6.076076388888889,,,,
23.846064814814817,,,,
27.867905092592594,,,,
28.0081712962963,,,,
1.9096296296296298,,,,
17.57466435185185,,,,
33.3293287037037,,,,
29.006261574074077,,,,
26.961099537037036,,,,
12.892152777777778,,,,
18.912245370370368,,,,
35.75071759259259,,,,
2.1281828703703702,,,,
3.6640625,,,,
8.975185185185184,,,,
3.749768518518519,,,,
10.867430555555558,,,,
18.30748842592592,,,,
15.04835648148148,,,,
16.888831018518523,,,,
5.714780092592593,,,,
12.106678240740742,,,,
2.9664120370370375,,,,
3.813171296296296,,,,
11.067511574074075,,,,
13.840509259259257,,,,
2.14068287037037,,,,
2.2035069444444444,,,,
11.94295138888889,,,,
12.835555555555556,,,,
31.027175925925924,,,,
3.7229050925925926,,,,
14.812175925925926,,,,
21.956608796296297,,,,
5.9017939814814815,,,,
31.050289351851845,,,,
10.983541666666666,,,,
1.6428009259259257,,,,
34.98857638888889,,,,
12.946724537037037,,,,
1.6888078703703704,,,,
6.907384259259259,,,,
6.814282407407408,,,,
25.848125000000003,,,,
19.8946412037037,,,,
13.997337962962964,,,,
75.23282407407407,,,,
5.192314814814814,,,,
5.985682870370372,,,,
2.549398148148148,,,,
7.819351851851852,,,,
84.17559027777779,,,,
7.720798611111111,,,,
10.166793981481481,,,,
7.815405092592592,,,,
13.894548611111112,,,,
13.997337962962964,,,,
27.71103009259259,,,,
5.095462962962963,,,,
23.10097222222222,,,,
3.856030092592592,,,,
9.914050925925928,,,,
13.623761574074074,,,,
20.167199074074073,,,,
20.9840162037037,,,,
13.623784722222222,,,,
6.0111342592592605,,,,
13.853055555555557,,,,
12.757534722222221,,,,
14.048252314814816,,,,
5.665439814814815,,,,
16.941261574074076,,,,
28.648113425925924,,,,
2.783425925925926,,,,
7.003958333333334,,,,
6.151712962962963,,,,
124.69293981481484,,,,
1.8344097222222224,,,,
6.781215277777778,,,,
6.0818865740740735,,,,
116.89626157407407,,,,
9.922731481481483,,,,
1.8020717592592592,,,,
13.996944444444443,,,,
12.00121527777778,,,,
22.074398148148152,,,,
