,Member_type,Duration(day)
121396,Teacher,94.0
121397,Teacher,54.0
121399,Teacher,2.0
121400,Teacher,28.0
121401,Teacher,21.0
121402,Teacher,33.0
121403,Teacher,5.0
121404,Teacher,29.0
121405,Teacher,22.0
121406,Teacher,69.0
121407,Teacher,10.0
121408,Teacher,15.0
121409,Teacher,2.0
121410,Teacher,47.0
121411,Teacher,54.0
121413,Teacher,41.0
121414,Teacher,47.0
121415,Teacher,56.0
121416,Teacher,29.0
121417,Teacher,59.0
121418,Teacher,132.0
121419,Teacher,33.0
121420,Teacher,27.0
121421,Teacher,29.0
121422,Teacher,27.0
121424,Teacher,15.0
121425,Teacher,27.0
121426,Teacher,191.0
121427,Teacher,15.0
121428,Teacher,17.0
121429,Teacher,209.0
121430,Teacher,7.0
121431,Teacher,10.0
121432,Teacher,50.0
121433,Teacher,37.0
121434,Teacher,17.0
121435,Teacher,13.0
121436,Teacher,20.0
121437,Teacher,13.0
121438,Teacher,59.0
121440,Teacher,27.0
121441,Teacher,25.0
121442,Teacher,7.0
121443,Teacher,182.0
121444,Teacher,25.0
121445,Teacher,14.0
121446,Teacher,50.0
121447,Teacher,6.0
121448,Teacher,71.0
121449,Teacher,123.0
121450,Teacher,11.0
121451,Teacher,136.0
121452,Teacher,283.0
121453,Teacher,14.0
121454,Teacher,64.0
121455,Teacher,36.0
121456,Teacher,167.0
121457,Teacher,40.0
121458,Teacher,14.0
121459,Teacher,11.0
121460,Teacher,27.0
121461,Teacher,27.0
121462,Teacher,78.0
121463,Teacher,14.0
121464,Teacher,14.0
121465,Teacher,60.0
121466,Teacher,39.0
121467,Teacher,18.0
121468,Teacher,231.0
121469,Teacher,126.0
121470,Teacher,55.0
121471,Teacher,57.0
121472,Teacher,34.0
121473,Teacher,121.0
121474,Teacher,224.0
121475,Teacher,37.0
121476,Teacher,17.0
121477,Teacher,56.0
121478,Teacher,112.0
121479,Teacher,112.0
121480,Teacher,192.0
121481,Teacher,58.0
121482,Teacher,68.0
121483,Teacher,58.0
121484,Teacher,44.0
121485,Teacher,29.0
121486,Teacher,31.0
121487,Teacher,27.0
121488,Teacher,198.0
121489,Teacher,27.0
121490,Teacher,21.0
121491,Teacher,59.0
121492,Teacher,59.0
121493,Teacher,209.0
121494,Teacher,144.0
121495,Teacher,34.0
121496,Teacher,28.0
121497,Teacher,11.0
121498,Teacher,27.0
121499,Teacher,20.0
121500,Teacher,142.0
121501,Teacher,205.0
121502,Teacher,149.0
121503,Teacher,4.0
121504,Teacher,209.0
121505,Teacher,30.0
121507,Teacher,259.0
121510,Teacher,64.0
121511,Teacher,28.0
121512,Teacher,29.0
121513,Teacher,35.0
121514,Teacher,128.0
121515,Teacher,30.0
121516,Teacher,61.0
121517,Teacher,100.0
121518,Teacher,147.0
121519,Teacher,210.0
121520,Teacher,51.0
121521,Teacher,56.0
121522,Teacher,57.0
121523,Teacher,87.0
121524,Teacher,210.0
121525,Teacher,138.0
121526,Teacher,10.0
121527,Teacher,23.0
121528,Teacher,30.0
121529,Teacher,27.0
121530,Teacher,35.0
121531,Teacher,39.0
121532,Teacher,29.0
121533,Teacher,6.0
121535,Teacher,60.0
121536,Teacher,38.0
121537,Teacher,53.0
121538,Teacher,80.0
121539,Teacher,31.0
121542,Teacher,6.0
121543,Teacher,17.0
121544,Teacher,18.0
121545,Teacher,30.0
121546,Teacher,42.0
121547,Teacher,29.0
121548,Teacher,70.0
121549,Teacher,7.0
121550,Teacher,59.0
121551,Teacher,32.0
121552,Teacher,71.0
121553,Teacher,55.0
121554,Teacher,25.0
121555,Teacher,55.0
121556,Teacher,32.0
121557,Teacher,20.0
121559,Teacher,51.0
121560,Teacher,14.0
121561,Teacher,29.0
121562,Teacher,62.0
121563,Teacher,2.0
121564,Teacher,21.0
121565,Teacher,286.0
121566,Teacher,21.0
121567,Teacher,49.0
121568,Teacher,44.0
121569,Teacher,29.0
121570,Teacher,121.0
121571,Teacher,58.0
121572,Teacher,62.0
121573,Teacher,60.0
121574,Teacher,61.0
121575,Teacher,126.0
121576,Teacher,85.0
121577,Teacher,59.0
121578,Teacher,30.0
121579,Teacher,56.0
121580,Teacher,4.0
121581,Teacher,52.0
121582,Teacher,39.0
121583,Teacher,281.0
121584,Teacher,33.0
121585,Teacher,36.0
121586,Teacher,39.0
121587,Teacher,176.0
121588,Teacher,397.0
121589,Teacher,8.0
121590,Teacher,4.0
121591,Teacher,59.0
121592,Teacher,15.0
121593,Teacher,76.0
121594,Teacher,50.0
121595,Teacher,15.0
121596,Teacher,3.0
121597,Teacher,126.0
121598,Teacher,4.0
121599,Teacher,209.0
121600,Teacher,19.0
121601,Teacher,34.0
121602,Teacher,295.0
121603,Teacher,6.0
121604,Teacher,11.0
121605,Teacher,59.0
121606,Teacher,72.0
121607,Teacher,15.0
121608,Teacher,21.0
121609,Teacher,4.0
121610,Teacher,197.0
121612,Teacher,6.0
121613,Teacher,17.0
121614,Teacher,30.0
121615,Teacher,22.0
121616,Teacher,45.0
121617,Teacher,29.0
121618,Teacher,28.0
121619,Teacher,10.0
121620,Teacher,65.0
121621,Teacher,33.0
121622,Teacher,60.0
121623,Teacher,4.0
121624,Teacher,212.0
121625,Teacher,12.0
121626,Teacher,2.0
121627,Teacher,14.0
121628,Teacher,229.0
121629,Teacher,57.0
121630,Teacher,19.0
121631,Teacher,118.0
121632,Teacher,1.0
121635,Teacher,3.0
121636,Teacher,374.0
121637,Teacher,252.0
121638,Teacher,28.0
121639,Teacher,155.0
121640,Teacher,70.0
121641,Teacher,11.0
121642,Teacher,242.0
121643,Teacher,3.0
121644,Teacher,21.0
121645,Teacher,34.0
121646,Teacher,12.0
121647,Teacher,127.0
121648,Teacher,89.0
121649,Teacher,58.0
121650,Teacher,15.0
121651,Teacher,29.0
121652,Teacher,31.0
121654,Teacher,28.0
121656,Teacher,28.0
121657,Teacher,18.0
121658,Teacher,7.0
121659,Teacher,25.0
121660,Teacher,37.0
121661,Teacher,8.0
121662,Teacher,4.0
121664,Teacher,43.0
121665,Teacher,14.0
121666,Teacher,14.0
121667,Teacher,28.0
121668,Teacher,28.0
121669,Teacher,17.0
121670,Teacher,8.0
121671,Teacher,60.0
121672,Teacher,7.0
121673,Teacher,21.0
121674,Teacher,49.0
121675,Teacher,152.0
121676,Teacher,34.0
121677,Teacher,33.0
121678,Teacher,33.0
121679,Teacher,40.0
121680,Teacher,45.0
121681,Teacher,165.0
121682,Teacher,769.0
121683,Teacher,5.0
121684,Teacher,15.0
121685,Teacher,4.0
121686,Teacher,22.0
121687,Teacher,48.0
121688,Teacher,156.0
121689,Teacher,12.0
121690,Teacher,46.0
121691,Teacher,77.0
121692,Teacher,28.0
121693,Teacher,30.0
121694,Teacher,5.0
121695,Teacher,165.0
121696,Teacher,230.0
121697,Teacher,142.0
121698,Teacher,20.0
121699,Teacher,202.0
121700,Teacher,16.0
121701,Teacher,52.0
121702,Teacher,31.0
121703,Teacher,57.0
121704,Teacher,5.0
121705,Teacher,378.0
121706,Teacher,363.0
121707,Teacher,36.0
121708,Teacher,28.0
121709,Teacher,57.0
121710,Teacher,134.0
121711,Teacher,12.0
121712,Teacher,31.0
121713,Teacher,61.0
121714,Teacher,66.0
121715,Teacher,5.0
121716,Teacher,169.0
121717,Teacher,13.0
121718,Teacher,46.0
121719,Teacher,63.0
121721,Teacher,17.0
121722,Teacher,22.0
121723,Teacher,147.0
121724,Teacher,3.0
121726,Teacher,12.0
121727,Teacher,29.0
121728,Teacher,30.0
121729,Teacher,57.0
121730,Teacher,1.0
121731,Teacher,14.0
121732,Teacher,7.0
121733,Teacher,81.0
121734,Teacher,26.0
121735,Teacher,8.0
121736,Teacher,23.0
121737,Teacher,14.0
121738,Teacher,12.0
121739,Teacher,65.0
121740,Teacher,65.0
121741,Teacher,60.0
121742,Teacher,21.0
121743,Teacher,72.0
121744,Teacher,30.0
121745,Teacher,33.0
121746,Teacher,227.0
121747,Teacher,63.0
121748,Teacher,28.0
121749,Teacher,29.0
121750,Teacher,32.0
121751,Teacher,48.0
121752,Teacher,27.0
121753,Teacher,62.0
121754,Teacher,29.0
121755,Teacher,30.0
121756,Teacher,14.0
121757,Teacher,100.0
121758,Teacher,12.0
121759,Teacher,105.0
121760,Teacher,192.0
121761,Teacher,58.0
121762,Teacher,28.0
121763,Teacher,155.0
121764,Teacher,29.0
121765,Teacher,28.0
121766,Teacher,117.0
121767,Teacher,45.0
121768,Teacher,21.0
121769,Teacher,68.0
121771,Teacher,29.0
121772,Teacher,47.0
121773,Teacher,12.0
121774,Teacher,2.0
121775,Teacher,13.0
121776,Teacher,39.0
121777,Teacher,150.0
121778,Teacher,143.0
121779,Teacher,205.0
121780,Teacher,149.0
121781,Teacher,4.0
121782,Teacher,209.0
121783,Teacher,43.0
121784,Teacher,42.0
121785,Teacher,42.0
121786,Teacher,59.0
121787,Teacher,14.0
121788,Teacher,79.0
121789,Teacher,8.0
121790,Teacher,39.0
121791,Teacher,56.0
121792,Teacher,78.0
121793,Teacher,57.0
121794,Teacher,72.0
121795,Teacher,29.0
121796,Teacher,33.0
121797,Teacher,227.0
121798,Teacher,63.0
121799,Teacher,30.0
121800,Teacher,30.0
121802,Teacher,40.0
121803,Teacher,156.0
121804,Teacher,40.0
121805,Teacher,7.0
121806,Teacher,19.0
121807,Teacher,10.0
121808,Teacher,185.0
121809,Teacher,89.0
121810,Teacher,32.0
121811,Teacher,40.0
121812,Teacher,34.0
121813,Teacher,28.0
121814,Teacher,25.0
121815,Teacher,56.0
121816,Teacher,21.0
121817,Teacher,191.0
121818,Teacher,64.0
121819,Teacher,134.0
121820,Teacher,224.0
121821,Teacher,174.0
121822,Teacher,219.0
121823,Teacher,28.0
121824,Teacher,79.0
121825,Teacher,25.0
121826,Teacher,64.0
121827,Teacher,134.0
121828,Teacher,224.0
121829,Teacher,174.0
121830,Teacher,219.0
121831,Teacher,151.0
121834,Teacher,224.0
121835,Teacher,174.0
121836,Teacher,219.0
121838,Teacher,28.0
121839,Teacher,18.0
121840,Teacher,15.0
121841,Teacher,21.0
121842,Teacher,12.0
121843,Teacher,45.0
121844,Teacher,58.0
121845,Teacher,24.0
121846,Teacher,19.0
121847,Teacher,64.0
121848,Teacher,134.0
121849,Teacher,224.0
121850,Teacher,174.0
121851,Teacher,219.0
121852,Teacher,68.0
121853,Teacher,64.0
121854,Teacher,134.0
121855,Teacher,224.0
121856,Teacher,174.0
121857,Teacher,56.0
121858,Teacher,64.0
121859,Teacher,134.0
121860,Teacher,224.0
121861,Teacher,174.0
121862,Teacher,219.0
121863,Teacher,136.0
121864,Teacher,208.0
121865,Teacher,150.0
121866,Teacher,380.0
121867,Teacher,14.0
121868,Teacher,47.0
121869,Teacher,21.0
121870,Teacher,133.0
121871,Teacher,64.0
121872,Teacher,134.0
121873,Teacher,224.0
121874,Teacher,174.0
121875,Teacher,30.0
121876,Teacher,19.0
121877,Teacher,21.0
121878,Teacher,12.0
121879,Teacher,30.0
121880,Teacher,13.0
121881,Teacher,53.0
121882,Teacher,24.0
121883,Teacher,8.0
121884,Teacher,13.0
121885,Teacher,12.0
121886,Teacher,30.0
121887,Teacher,128.0
121890,Teacher,76.0
121891,Teacher,13.0
121892,Teacher,78.0
121893,Teacher,88.0
121894,Teacher,169.0
121895,Teacher,60.0
121896,Teacher,41.0
121897,Teacher,53.0
121898,Teacher,28.0
121900,Teacher,3.0
121901,Teacher,9.0
121902,Teacher,130.0
121903,Teacher,155.0
121905,Teacher,14.0
121906,Teacher,192.0
121907,Teacher,39.0
121908,Teacher,5.0
121909,Teacher,24.0
121910,Teacher,128.0
121911,Teacher,209.0
121912,Teacher,138.0
121913,Teacher,165.0
121914,Teacher,769.0
121915,Teacher,107.0
121916,Teacher,12.0
121917,Teacher,463.0
121918,Teacher,27.0
121919,Teacher,24.0
121920,Teacher,3.0
121921,Teacher,272.0
121922,Teacher,6.0
121923,Teacher,18.0
121924,Teacher,38.0
121926,Teacher,6.0
121927,Teacher,25.0
121928,Teacher,56.0
121929,Teacher,60.0
121930,Teacher,4.0
121931,Teacher,93.0
121932,Teacher,5.0
121933,Teacher,27.0
121934,Teacher,58.0
121935,Teacher,39.0
121936,Teacher,125.0
121937,Teacher,25.0
121938,Teacher,150.0
121939,Teacher,7.0
121940,Teacher,206.0
121941,Teacher,98.0
121942,Teacher,21.0
121943,Teacher,133.0
121944,Teacher,33.0
121945,Teacher,343.0
121946,Teacher,741.0
121947,Teacher,33.0
121948,Teacher,343.0
121949,Teacher,189.0
121950,Teacher,29.0
121951,Teacher,18.0
121952,Teacher,30.0
121953,Teacher,29.0
121954,Teacher,30.0
121955,Teacher,30.0
121956,Teacher,29.0
121957,Teacher,602.0
121958,Teacher,24.0
121959,Teacher,17.0
121960,Teacher,8.0
121961,Teacher,6.0
121962,Teacher,35.0
121963,Teacher,190.0
121964,Teacher,40.0
121965,Teacher,50.0
121966,Teacher,36.0
121967,Teacher,17.0
121968,Teacher,22.0
121969,Teacher,32.0
121970,Teacher,6.0
121971,Teacher,62.0
121973,Teacher,55.0
121974,Teacher,131.0
121975,Teacher,42.0
121976,Teacher,2.0
121977,Teacher,134.0
121978,Teacher,4.0
121979,Teacher,150.0
121980,Teacher,37.0
121981,Teacher,43.0
121982,Teacher,15.0
121983,Teacher,63.0
121984,Teacher,58.0
121985,Teacher,20.0
121986,Teacher,10.0
121988,Teacher,15.0
121989,Teacher,150.0
121990,Teacher,7.0
121991,Teacher,55.0
121992,Teacher,56.0
121993,Teacher,30.0
121994,Teacher,82.0
121995,Teacher,51.0
121996,Teacher,81.0
121997,Teacher,486.0
121998,Teacher,36.0
121999,Teacher,134.0
122000,Teacher,59.0
122001,Teacher,134.0
122002,Teacher,62.0
122003,Teacher,44.0
122004,Teacher,17.0
122005,Teacher,54.0
122006,Teacher,58.0
122007,Teacher,6.0
122008,Teacher,81.0
122009,Teacher,71.0
122010,Teacher,62.0
122011,Teacher,94.0
122012,Teacher,164.0
122013,Teacher,145.0
122014,Teacher,193.0
122015,Teacher,54.0
122016,Teacher,34.0
122017,Teacher,48.0
122018,Teacher,54.0
122019,Teacher,34.0
122021,Teacher,33.0
122022,Teacher,11.0
122023,Teacher,28.0
122024,Teacher,7.0
122025,Teacher,36.0
122026,Teacher,6.0
122027,Teacher,10.0
122028,Teacher,16.0
122029,Teacher,210.0
122030,Teacher,152.0
122031,Teacher,208.0
122032,Teacher,153.0
122033,Teacher,210.0
122034,Teacher,20.0
122035,Teacher,30.0
122036,Teacher,34.0
122037,Teacher,56.0
122038,Teacher,230.0
122039,Teacher,348.0
122040,Teacher,274.0
122041,Teacher,348.0
122042,Teacher,723.0
122043,Teacher,11.0
122044,Teacher,250.0
122045,Teacher,107.0
122046,Teacher,22.0
122047,Teacher,81.0
122048,Teacher,57.0
122049,Teacher,138.0
122050,Teacher,11.0
122051,Teacher,22.0
122052,Teacher,27.0
122053,Teacher,26.0
122054,Teacher,56.0
122055,Teacher,56.0
122056,Teacher,10.0
122057,Teacher,36.0
122058,Teacher,20.0
122059,Teacher,9.0
122060,Teacher,32.0
122062,Teacher,53.0
122063,Teacher,19.0
122064,Teacher,63.0
122065,Teacher,753.0
122066,Teacher,15.0
122067,Teacher,34.0
122068,Teacher,34.0
122069,Teacher,130.0
122070,Teacher,7.0
122071,Teacher,206.0
122072,Teacher,99.0
122073,Teacher,26.0
122074,Teacher,48.0
122075,Teacher,5.0
122076,Teacher,21.0
122077,Teacher,61.0
122078,Teacher,60.0
122080,Teacher,58.0
122081,Teacher,222.0
122082,Teacher,104.0
122083,Teacher,27.0
122084,Teacher,169.0
122085,Teacher,274.0
122086,Teacher,27.0
122087,Teacher,85.0
122088,Teacher,184.0
122089,Teacher,2.0
122090,Teacher,14.0
122091,Teacher,27.0
122092,Teacher,36.0
122093,Teacher,8.0
122094,Teacher,6.0
122095,Teacher,142.0
122096,Teacher,205.0
122097,Teacher,149.0
122098,Teacher,4.0
122099,Teacher,209.0
122100,Teacher,20.0
122101,Teacher,13.0
122102,Teacher,13.0
122103,Teacher,72.0
122104,Teacher,135.0
122105,Teacher,145.0
122106,Teacher,50.0
122107,Teacher,233.0
122108,Teacher,142.0
122109,Teacher,205.0
122110,Teacher,149.0
122111,Teacher,4.0
122112,Teacher,209.0
122113,Teacher,225.0
122114,Teacher,708.0
122115,Teacher,376.0
122116,Teacher,30.0
122117,Teacher,30.0
122118,Teacher,91.0
122119,Teacher,154.0
122120,Teacher,210.0
122121,Teacher,150.0
122122,Teacher,53.0
122123,Teacher,4.0
122124,Teacher,20.0
122125,Teacher,30.0
122126,Teacher,3.0
122127,Teacher,17.0
122128,Teacher,29.0
122129,Teacher,3.0
122130,Teacher,71.0
122131,Teacher,71.0
122132,Teacher,5.0
122133,Teacher,56.0
122134,Teacher,51.0
122135,Teacher,209.0
122136,Teacher,153.0
122137,Teacher,210.0
122139,Teacher,1.0
122140,Teacher,33.0
122141,Teacher,34.0
122142,Teacher,61.0
122143,Teacher,246.0
122144,Teacher,48.0
122145,Teacher,91.0
122146,Teacher,26.0
122147,Teacher,14.0
122148,Teacher,33.0
122149,Teacher,15.0
122150,Teacher,118.0
122151,Teacher,144.0
122152,Teacher,197.0
122153,Teacher,144.0
122155,Teacher,60.0
122156,Teacher,31.0
122157,Teacher,59.0
122158,Teacher,32.0
122159,Teacher,142.0
122160,Teacher,205.0
122161,Teacher,149.0
122162,Teacher,4.0
122163,Teacher,209.0
122164,Teacher,80.0
122165,Teacher,5.0
122166,Teacher,62.0
122167,Teacher,30.0
122168,Teacher,20.0
122169,Teacher,106.0
122170,Teacher,379.0
122171,Teacher,6.0
122172,Teacher,119.0
122173,Teacher,31.0
122174,Teacher,134.0
122175,Teacher,39.0
122177,Teacher,58.0
122178,Teacher,60.0
122179,Teacher,300.0
122180,Teacher,343.0
122181,Teacher,741.0
122182,Teacher,5.0
122183,Teacher,50.0
122184,Teacher,233.0
122185,Teacher,106.0
122187,Teacher,54.0
122188,Teacher,5.0
122189,Teacher,13.0
122190,Teacher,300.0
122191,Teacher,178.0
122192,Teacher,27.0
122193,Teacher,31.0
122194,Teacher,8.0
122195,Teacher,146.0
122196,Teacher,21.0
122197,Teacher,10.0
122198,Teacher,32.0
122199,Teacher,70.0
122200,Teacher,32.0
122201,Teacher,51.0
122202,Teacher,209.0
122203,Teacher,6.0
122205,Teacher,51.0
122206,Teacher,61.0
122207,Teacher,31.0
122208,Teacher,61.0
122210,Teacher,29.0
122211,Teacher,2.0
122212,Teacher,26.0
122213,Teacher,9.0
122214,Teacher,9.0
122215,Teacher,58.0
122216,Teacher,32.0
122217,Teacher,85.0
122218,Teacher,61.0
122219,Teacher,56.0
122220,Teacher,148.0
122221,Teacher,42.0
122222,Teacher,27.0
122223,Teacher,21.0
122224,Teacher,21.0
122225,Teacher,30.0
122226,Teacher,62.0
122227,Teacher,26.0
122228,Teacher,29.0
122229,Teacher,46.0
122230,Teacher,29.0
122231,Teacher,29.0
122232,Teacher,441.0
122233,Teacher,125.0
122234,Teacher,153.0
122235,Teacher,208.0
122236,Teacher,150.0
122237,Teacher,142.0
122238,Teacher,205.0
122239,Teacher,149.0
122240,Teacher,4.0
122241,Teacher,209.0
122242,Teacher,143.0
122243,Teacher,205.0
122244,Teacher,149.0
122245,Teacher,4.0
122246,Teacher,209.0
122247,Teacher,5.0
122248,Teacher,29.0
122249,Teacher,23.0
122250,Teacher,13.0
122251,Teacher,21.0
122252,Teacher,36.0
122253,Teacher,23.0
122254,Teacher,18.0
122256,Teacher,61.0
122257,Teacher,9.0
122258,Teacher,6.0
122259,Teacher,16.0
122260,Teacher,20.0
122261,Teacher,9.0
122262,Teacher,30.0
122263,Teacher,53.0
122264,Teacher,37.0
122265,Teacher,30.0
122266,Teacher,30.0
122267,Teacher,136.0
122268,Teacher,208.0
122269,Teacher,150.0
122270,Teacher,54.0
122271,Teacher,22.0
122272,Teacher,21.0
122273,Teacher,164.0
122274,Teacher,145.0
122275,Teacher,193.0
122276,Teacher,42.0
122277,Teacher,32.0
122278,Teacher,29.0
122279,Teacher,164.0
122280,Teacher,145.0
122281,Teacher,193.0
122282,Teacher,6.0
122283,Teacher,256.0
122284,Teacher,1114.0
122285,Teacher,58.0
122286,Teacher,61.0
122287,Teacher,59.0
122288,Teacher,60.0
122289,Teacher,60.0
122290,Teacher,25.0
122291,Teacher,56.0
122292,Teacher,26.0
122293,Teacher,3.0
122294,Teacher,25.0
122295,Teacher,11.0
122296,Teacher,154.0
122297,Teacher,2.0
122298,Teacher,55.0
122299,Teacher,275.0
122300,Teacher,248.0
122301,Teacher,9.0
122302,Teacher,74.0
122303,Teacher,2.0
122304,Teacher,94.0
122305,Teacher,2.0
122306,Teacher,112.0
122307,Teacher,145.0
122308,Teacher,193.0
122309,Teacher,11.0
122310,Teacher,32.0
122311,Teacher,21.0
122312,Teacher,26.0
122313,Teacher,13.0
122314,Teacher,32.0
122315,Teacher,106.0
122316,Teacher,3.0
122317,Teacher,54.0
122318,Teacher,34.0
122320,Teacher,29.0
122321,Teacher,112.0
122322,Teacher,145.0
122323,Teacher,193.0
122324,Teacher,54.0
122325,Teacher,34.0
122326,Teacher,43.0
122327,Teacher,11.0
122328,Teacher,198.0
122329,Teacher,28.0
122330,Teacher,40.0
122331,Teacher,8.0
122332,Teacher,62.0
122333,Teacher,136.0
122334,Teacher,6.0
122335,Teacher,30.0
122336,Teacher,11.0
122337,Teacher,93.0
122338,Teacher,7.0
122339,Teacher,31.0
122340,Teacher,31.0
122341,Teacher,83.0
122342,Teacher,7.0
122343,Teacher,27.0
122344,Teacher,7.0
122345,Teacher,6.0
122346,Teacher,8.0
122347,Teacher,17.0
122348,Teacher,62.0
122349,Teacher,247.0
122350,Teacher,343.0
122351,Teacher,741.0
122352,Teacher,12.0
122353,Teacher,28.0
122354,Teacher,29.0
122355,Teacher,22.0
122356,Teacher,8.0
122357,Teacher,22.0
122358,Teacher,56.0
122359,Teacher,26.0
122360,Teacher,21.0
122361,Teacher,37.0
122362,Teacher,64.0
122363,Teacher,97.0
122364,Teacher,150.0
122365,Teacher,32.0
122366,Teacher,35.0
122367,Teacher,62.0
122368,Teacher,127.0
122369,Teacher,12.0
122370,Teacher,15.0
122371,Teacher,18.0
122372,Teacher,1002.0
122373,Teacher,19.0
122374,Teacher,36.0
122375,Teacher,31.0
122376,Teacher,195.0
122377,Teacher,225.0
122378,Teacher,332.0
122379,Teacher,768.0
122380,Teacher,68.0
122381,Teacher,8.0
122382,Teacher,144.0
122383,Teacher,29.0
122384,Teacher,47.0
122385,Teacher,131.0
122386,Teacher,72.0
122387,Teacher,16.0
122388,Teacher,18.0
122389,Teacher,167.0
122390,Teacher,24.0
122391,Teacher,29.0
122392,Teacher,28.0
122393,Teacher,21.0
122394,Teacher,13.0
122395,Teacher,56.0
122396,Teacher,29.0
122397,Teacher,62.0
122398,Teacher,28.0
122399,Teacher,13.0
122400,Teacher,16.0
122401,Teacher,22.0
122402,Teacher,50.0
122403,Teacher,40.0
122404,Teacher,36.0
122405,Teacher,63.0
122406,Teacher,46.0
122407,Teacher,8.0
122408,Teacher,15.0
