degree,description,location_name,content,duration_min,checkout_count
Alumni,Member A (Alumni),Law Library (3rd Floor),Book,45454.87142857142,21.0
Alumni,Member A (Alumni),Law Library (3rd Floor),E Book,137613.4710526316,57.0
Alumni,Member A (Alumni),Law Library (3rd Floor),Languages,18950.525,6.0
Alumni,Member A (Alumni),Law Library (4th Floor),Book,131993.1,3.0
Alumni,Member A (Alumni),Law Library (4th Floor),E Book,51259.39166666666,6.0
Alumni,OAR Member A (Alumni),Architecture Library (3rd Floor),History and Geography,12236.165217391304,10.0
Alumni,OAR Member A (Alumni),Architecture Library (4th Floor),E Book,14045.025,19.0
Alumni,OAR Member A (Alumni),Architecture Library (4th Floor),History and Geography,12197.31153846154,0.0
Alumni,OAR Member A (Alumni),Architecture Library (4th Floor),Languages,14387.85,2.0
Alumni,OAR Member A (Alumni),Architecture Library (4th Floor),Literatures,2127.633333333333,0.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),Book,9069.586666666666,0.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),E Book,5659.6833333333325,0.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),History and Geography,13173.495454545458,6.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),Languages,24039.55833333333,24.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),Literatures,2717.116666666667,0.0
Alumni,OAR Member A (Alumni),Architecture Library (Quiet Zone),Reserve 7,1095.4166666666667,0.0
Alumni,OAR Member A (Alumni),Arts Library,Arts and recration,22798.9,0.0
Alumni,OAR Member A (Alumni),Arts Library,Book,17356.526720047455,610.0
Alumni,OAR Member A (Alumni),Arts Library,E Book,19943.1640952381,294.0
Alumni,OAR Member A (Alumni),Arts Library,E Book for Staff,18230.333333333336,4.0
Alumni,OAR Member A (Alumni),Arts Library,E Reserve 7,21154.7625,0.0
Alumni,OAR Member A (Alumni),Arts Library,History and Geography,10646.559523809525,7.0
Alumni,OAR Member A (Alumni),Arts Library,Languages,20233.232407407413,60.0
Alumni,OAR Member A (Alumni),Arts Library,Literatures,11308.613333333336,6.0
Alumni,OAR Member A (Alumni),Arts Library,Philosophy,20002.708333333336,0.0
Alumni,OAR Member A (Alumni),Arts Library,Religion,23161.214912280702,24.0
Alumni,OAR Member A (Alumni),Arts Library,Reserve 3,21702.358333333334,0.0
Alumni,OAR Member A (Alumni),Arts Library,Reserve 7,5816.2,0.0
Alumni,OAR Member A (Alumni),Arts Library,Social sciences,37266.81458333334,25.0
Alumni,OAR Member A (Alumni),Arts Library,Special Collection,19941.25,10.0
Alumni,OAR Member A (Alumni),Arts Library,Technologies,21685.424019607843,38.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,Book,18270.419047619045,15.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,E Book,27463.190277777783,18.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,History and Geography,18092.483333333334,0.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,Languages,24323.374999999996,3.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,Reserve 3,23930.85833333333,1.0
Alumni,OAR Member A (Alumni),Arts Library : ASEAN Collection,Technologies,25046.083333333336,1.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual Collection,Laser Disc,5667.466666666667,2.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,E Book,5234.192592592593,15.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,E Book for Staff,2697.85,0.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,E Reserve 7,5189.368,15.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,Fulltext CD-ROM,5147.551666666666,15.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,Laser Disc,5119.469999999999,4.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,Reserve 3,7324.633333333332,0.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,Technologies,5754.175,0.0
Alumni,OAR Member A (Alumni),Arts Library : Audio-Visual at Mahachakri Sirindhorn Bld.,Video Disc,2636.25,2.0
Alumni,OAR Member A (Alumni),Arts Library : Foreign Languages Collection,E Book,16036.68143939393,130.0
Alumni,OAR Member A (Alumni),Arts Library : Foreign Languages Collection,Technologies,18484.25,1.0
Alumni,OAR Member A (Alumni),Arts Library : Mahachakri Sirindhorn Bld.,Book,5667.099999999999,1.0
Alumni,OAR Member A (Alumni),Arts Library : Mahachakri Sirindhorn Bld.,E Book,11263.303703703705,0.0
Alumni,OAR Member A (Alumni),Arts Library : Mahachakri Sirindhorn Bld.,Special Collection,27826.35,3.0
Alumni,OAR Member A (Alumni),Arts Library : Rarebook Collection,Rare Book,21001.31666666667,7.0
Alumni,OAR Member A (Alumni),Arts Library : Reference Collection,E Reserve 7,7881.130000000002,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reference Collection,Fulltext CD-ROM,7881.130000000002,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reference Collection,Technologies,11508.7,0.0
Alumni,OAR Member A (Alumni),Arts Library : Research Collection,Book,2627.088888888889,0.0
Alumni,OAR Member A (Alumni),Arts Library : Research Collection,Special Collection,2627.088888888889,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve Collection,Book,4713.508333333333,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve Collection,Languages,20083.516666666666,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve Collection,Reserve 7,4713.508333333333,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Book,9451.263333333334,9.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,E Book,7564.766666666667,6.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,E Book for Staff,11473.933333333332,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,E Reserve 7,9307.903875968992,15.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Fulltext CD-ROM,9960.977956989247,8.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Kit,9947.65,2.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Laser Disc,9947.65,2.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Reserve 3,10213.158333333333,1.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Reserve 7,7876.666666666667,7.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Social sciences,6058.5583333333325,0.0
Alumni,OAR Member A (Alumni),Arts Library : Reserve at Mahachakri Sirindhorn Bld.,Technologies,10968.828571428572,10.0
Alumni,OAR Member A (Alumni),Arts Library : Special Collection,Book,11287.1,0.0
Alumni,OAR Member A (Alumni),Arts Library : Special Collection,E Book,11287.1,0.0
Alumni,OAR Member A (Alumni),Arts Library : Special Collection,Reserve 3,11287.1,0.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,Book,25608.063821138217,51.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,E Book,14552.241452991451,8.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,Languages,10222.366666666667,0.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,Reserve 7,10204.383333333333,0.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,Social sciences,229.60833333333332,0.0
Alumni,OAR Member A (Alumni),Arts Library : Stack,Technologies,25208.316666666666,4.0
Alumni,OAR Member A (Alumni),Arts Library : Thesis,Thesis,5616.241666666666,33.0
Alumni,OAR Member A (Alumni),Arts Library : Translation Collection,Book,10000.433333333332,0.0
Alumni,OAR Member A (Alumni),Arts Library : Translation Collection,E Book,13532.949999999999,0.0
Alumni,OAR Member A (Alumni),Arts Library : Translation Collection,E Book for Staff,20423.35,0.0
Alumni,OAR Member A (Alumni),Arts Library : Translation Collection,Literatures,20148.066666666666,0.0
Alumni,OAR Member A (Alumni),Central Library,Arts and recration,4121.583333333334,1.0
Alumni,OAR Member A (Alumni),Central Library,Book,36295.6875,5.0
Alumni,OAR Member A (Alumni),Central Library,E Book,32595.80000000001,3.0
Alumni,OAR Member A (Alumni),Central Library,History and Geography,47657.41666666666,5.0
Alumni,OAR Member A (Alumni),Central Library,Languages,42039.316666666666,5.0
Alumni,OAR Member A (Alumni),Central Library,Literatures,24563.858333333334,4.0
Alumni,OAR Member A (Alumni),Central Library,Social sciences,20225.533333333333,0.0
Alumni,OAR Member A (Alumni),Central Library,Technologies,32863.316666666666,0.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Arts and recration,30816.266244725753,557.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Book,29649.48640513772,5289.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),E Book,30517.000000000015,818.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),E Book for Staff,18249.42777777778,12.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),E Reserve 7,35054.0462962963,31.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),E Special Collection,5337.633333333334,12.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Fulltext CD-ROM,40366.96666666667,5.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),History and Geography,8642.000000000002,5.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Languages,34044.99722222222,20.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Laser Disc,39786.36,25.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Literatures,29840.694293529592,3567.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Philosophy,33390.74591836736,1552.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Religion,19238.416666666668,13.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Reserve 3,20087.583333333332,9.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Reserve 7,50391.26666666667,0.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Software CD-ROM,34541.52083333333,25.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Special Collection,24433.21666666667,5.0
Alumni,OAR Member A (Alumni),Central Library (4th Floor),Technologies,24733.748290598276,977.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Arts and recration,17343.566666666666,0.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Book,27977.679872270273,6493.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),E Book,27220.727398989897,580.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),E Book for Staff,37850.583333333336,0.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),History and Geography,28670.14126984126,993.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Languages,28721.224935275033,7750.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Laser Disc,20116.233333333334,0.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Literatures,19271.57777777778,4.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Philosophy,16909.377777777776,2.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Religion,25808.59538567491,2372.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Reserve 3,78836.66904761903,20.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Reserve 7,29896.11274509804,56.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Social sciences,24587.46039536471,1625.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Special Collection,21671.533333333333,5.0
Alumni,OAR Member A (Alumni),Central Library (5th Floor),Technologies,32336.74166666667,0.0
Alumni,OAR Member A (Alumni),Central Library : Audio-Visual Collection (3rd Floor),Book,36.38333333333333,0.0
Alumni,OAR Member A (Alumni),Central Library : Audio-Visual Collection (3rd Floor),E Book,14.133333333333333,5.0
Alumni,OAR Member A (Alumni),Central Library : Audio-Visual Collection (3rd Floor),Laser Disc,25.258333333333333,5.0
Alumni,OAR Member A (Alumni),Central Library : Audio-Visual Collection (3rd Floor),Technologies,72.4095238095238,16.0
Alumni,OAR Member A (Alumni),Central Library : Audio-Visual Collection (3rd Floor),Video Disc,107.90555555555555,40.0
Alumni,OAR Member A (Alumni),Central Library : Education Collection,E Book,20033.783333333333,0.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Arts and recration,19692.458333333332,4.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Book,19712.978763440868,98.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),E Book,12956.63253968254,1.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),History and Geography,15546.45,0.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Languages,17944.107575757575,55.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Literatures,11589.441666666668,6.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Philosophy,20622.696153846147,16.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Religion,26412.66666666667,0.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Social sciences,9114.380555555555,4.0
Alumni,OAR Member A (Alumni),Central Library : Juvenile Collection (4th Floor),Technologies,18692.33333333333,0.0
Alumni,OAR Member A (Alumni),Central Library : King Chulalongkorn Collection (7th Floor),Book,14650.41111111111,2.0
Alumni,OAR Member A (Alumni),Central Library : Oversized Book (5th Floor),E Book,29963.48333333333,5.0
Alumni,OAR Member A (Alumni),Central Library : Oversized Book (5th Floor),History and Geography,11579.4,0.0
Alumni,OAR Member A (Alumni),Central Library : Reference Collection,Literatures,14685.983333333335,0.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Arts and recration,10901.011111111111,0.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Book,8630.608333333334,21.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),E Reserve 7,9924.075925925927,28.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),History and Geography,11406.563725490196,24.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Languages,8696.816666666668,0.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Literatures,11421.675,3.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Reserve 3,8712.566666666668,0.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Reserve 7,9048.042156862744,63.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Social sciences,8603.750000000002,6.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection (1st Floor),Technologies,6078.766666666666,1.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection at Stack (Contact Staff),History and Geography,7360.016666666666,7.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection at Stack (Contact Staff),Reserve 7,10163.525000000001,7.0
Alumni,OAR Member A (Alumni),Central Library : Reserve Collection at Stack (Contact Staff),Social sciences,9361.216666666667,5.0
Alumni,OAR Member A (Alumni),Central Library : Russian Center (5th floor),Technologies,30351.975,0.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Arts and recration,20431.666666666668,37.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Book,27367.461356321834,1775.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),E Book,33160.61166666668,7.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),History and Geography,19547.81176470588,125.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Languages,24762.089549839224,573.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Literatures,19426.63282828282,110.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Philosophy,24924.532595870198,341.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Rare Book,50423.33333333333,0.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Religion,20884.86901709401,61.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Reserve 7,11998.666666666666,0.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Social sciences,21371.40555555555,246.0
Alumni,OAR Member A (Alumni),Central Library : Stack (Contact Staff),Technologies,13764.385374149657,31.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Arts and recration,-411.0,1.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Book,13057.25761904762,49.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,E Book,26897.01344086021,6.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,History and Geography,24408.283333333336,4.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Languages,33563.28333333333,0.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Literatures,31884.055555555547,3.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Philosophy,30366.4,0.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Religion,44760.80833333334,2.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10,Social sciences,19993.658333333333,6.0
Alumni,OAR Member A (Alumni),Central Library @ Chamchuri 10 : Special Collection,Book,12.9,0.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Arts and recration,19643.949444444443,0.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Book,19731.366666666665,9.0
Alumni,OAR Member A (Alumni),Chula Business School Library,E Book,19570.672727272726,2.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Languages,17307.37419354839,42.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Literatures,25366.09464285715,118.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Philosophy,29649.88235294118,11.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Religion,17101.6125,0.0
Alumni,OAR Member A (Alumni),Chula Business School Library,Software CD-ROM,39917.36666666667,2.0
Alumni,OAR Member A (Alumni),Chula Business School Library : Audio-Visual Collection,E Book,11189.216666666667,2.0
Alumni,OAR Member A (Alumni),Chula Business School Library : Audio-Visual Collection,Software CD-ROM,11189.216666666667,2.0
Alumni,OAR Member A (Alumni),Chula Business School Library : Reserve Collection,Literatures,21846.805555555555,0.0
Alumni,OAR Member A (Alumni),College of Public Health Sciences Library,Book,39020.35833333334,8.0
Alumni,OAR Member A (Alumni),College of Public Health Sciences Library,E Book,17494.05,0.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Book,19065.88866666667,38.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,E Book,18804.37936507936,5.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,History and Geography,19410.565591397848,21.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Languages,16903.87003968254,37.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Literatures,25504.83086419753,10.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Philosophy,27036.295000000002,36.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Religion,21469.395833333332,8.0
Alumni,OAR Member A (Alumni),Communication Arts  Library,Technologies,16815.094444444443,0.0
Alumni,OAR Member A (Alumni),Communication Arts  Library : Research Collection,Languages,22226.875,10.0
Alumni,OAR Member A (Alumni),Communication Arts  Library : Thesis,Thesis,8458.16907894737,34.0
Alumni,OAR Member A (Alumni),Dentistry Library,Book,6936.006666666668,0.0
Alumni,OAR Member A (Alumni),Dentistry Library,E Book,8187.406481481482,0.0
Alumni,OAR Member A (Alumni),Dentistry Library,Literatures,8006.850000000001,0.0
Alumni,OAR Member A (Alumni),Economics Library,Arts and recration,19507.3875,0.0
Alumni,OAR Member A (Alumni),Economics Library,Book,11412.893333333333,7.0
Alumni,OAR Member A (Alumni),Economics Library,E Book,14752.276666666667,8.0
Alumni,OAR Member A (Alumni),Economics Library,Languages,15228.762698412695,24.0
Alumni,OAR Member A (Alumni),Economics Library,Literatures,12225.983333333334,0.0
Alumni,OAR Member A (Alumni),Economics Library,Software CD-ROM,12789.433333333332,0.0
Alumni,OAR Member A (Alumni),Education Library,Arts and recration,13722.658333333331,3.0
Alumni,OAR Member A (Alumni),Education Library,Book,14822.573456790124,16.0
Alumni,OAR Member A (Alumni),Education Library,E Book,22853.856666666667,4.0
Alumni,OAR Member A (Alumni),Education Library,History and Geography,34835.88636363636,6.0
Alumni,OAR Member A (Alumni),Education Library,Languages,19012.828703703704,58.0
Alumni,OAR Member A (Alumni),Education Library,Literatures,14984.317857142858,0.0
Alumni,OAR Member A (Alumni),Education Library,Philosophy,41431.100000000006,17.0
Alumni,OAR Member A (Alumni),Education Library,Religion,17601.515000000003,1.0
Alumni,OAR Member A (Alumni),Education Library,Technologies,16179.58333333333,2.0
Alumni,OAR Member A (Alumni),Education Library : Curiculum Lab,Languages,8950.6625,0.0
Alumni,OAR Member A (Alumni),Education Library : Curiculum Lab,Literatures,12959.366666666665,0.0
Alumni,OAR Member A (Alumni),Education Library : Curiculum Lab,Special Collection,23496.793333333335,53.0
Alumni,OAR Member A (Alumni),Education Library : EDU Chula Collection,Technologies,26499.483333333337,0.0
Alumni,OAR Member A (Alumni),Education Library : Juvenile Collection,Book,17766.2875,14.0
Alumni,OAR Member A (Alumni),Education Library : Research Collection,Arts and recration,37062.96666666667,3.0
Alumni,OAR Member A (Alumni),Education Library : Research Collection,Book,40296.91666666666,0.0
Alumni,OAR Member A (Alumni),Education Library : Research Collection,Languages,17049.52435897436,0.0
Alumni,OAR Member A (Alumni),Education Library : Research Collection,Special Collection,26777.88333333333,0.0
Alumni,OAR Member A (Alumni),Education Library : Stack,Social sciences,1553.55,0.0
Alumni,OAR Member A (Alumni),Engineering Library,Arts and recration,25485.76481481482,12.0
Alumni,OAR Member A (Alumni),Engineering Library,Book,32715.338034188033,58.0
Alumni,OAR Member A (Alumni),Engineering Library,E Book,30145.127243589744,138.0
Alumni,OAR Member A (Alumni),Engineering Library,History and Geography,19823.116666666665,1.0
Alumni,OAR Member A (Alumni),Engineering Library,Languages,20234.07083333333,2.0
Alumni,OAR Member A (Alumni),Engineering Library,Literatures,24371.279012345683,25.0
Alumni,OAR Member A (Alumni),Engineering Library,Philosophy,38588.27083333333,4.0
Alumni,OAR Member A (Alumni),Engineering Library,Social sciences,9751.533333333333,0.0
Alumni,OAR Member A (Alumni),Engineering Library : Stack,Book,27693.394444444446,6.0
Alumni,OAR Member A (Alumni),Engineering Library : Stack,E Book,60710.4,8.0
Alumni,OAR Member A (Alumni),Engineering Library : Stack,Philosophy,1626.716666666667,2.0
Alumni,OAR Member A (Alumni),Environmental Research Institute Library,E Book,10098.533333333333,0.0
Alumni,OAR Member A (Alumni),Environmental Research Institute Library,Literatures,10605.0,1.0
Alumni,OAR Member A (Alumni),Fine & Applied Arts Library,Book,14955.748611111108,75.0
Alumni,OAR Member A (Alumni),Fine & Applied Arts Library,E Book,40075.8,0.0
Alumni,OAR Member A (Alumni),Fine & Applied Arts Library,History and Geography,9998.516666666666,0.0
Alumni,OAR Member A (Alumni),Fine & Applied Arts Library,Languages,13291.672222222222,10.0
Alumni,OAR Member A (Alumni),Fine & Applied Arts Library,Philosophy,16260.2,5.0
Alumni,OAR Member A (Alumni),Language Institute Library,Arts and recration,21512.627777777776,9.0
Alumni,OAR Member A (Alumni),Language Institute Library,Book,28489.674999999996,6.0
Alumni,OAR Member A (Alumni),Language Institute Library,E Book,13870.9,3.0
Alumni,OAR Member A (Alumni),Language Institute Library,E Book for Staff,12389.203395061733,24.0
Alumni,OAR Member A (Alumni),Language Institute Library,Software CD-ROM,7365.388888888888,0.0
Alumni,OAR Member A (Alumni),Language Institute Library,Technologies,17381.17,24.0
Alumni,OAR Member A (Alumni),Language Institute Library : SALC,E Book,17021.387179487177,35.0
Alumni,OAR Member A (Alumni),Law Library (3rd Floor),Book,20448.949546485266,87.0
Alumni,OAR Member A (Alumni),Law Library (3rd Floor),E Book,28411.537681159418,10.0
Alumni,OAR Member A (Alumni),Law Library (3rd Floor),Languages,24082.432520325197,47.0
Alumni,OAR Member A (Alumni),Law Library (3rd Floor),Literatures,17387.958333333336,0.0
Alumni,OAR Member A (Alumni),Law Library (4th Floor),Book,20597.686904761904,31.0
Alumni,OAR Member A (Alumni),Law Library (4th Floor),E Book,19291.6225,93.0
Alumni,OAR Member A (Alumni),Law Library (4th Floor),Languages,19571.72685185185,50.0
Alumni,OAR Member A (Alumni),Law Library (4th Floor),Social sciences,10663.383333333333,5.0
Alumni,OAR Member A (Alumni),Law Library : Reference Collection (3rd Floor),E Reference Book,8796.944444444443,0.0
Alumni,OAR Member A (Alumni),Law Library : Thesis (4th  Floor),Thesis,7675.135999999999,17.0
Alumni,OAR Member A (Alumni),Medicine Library,Book,38526.88333333333,0.0
Alumni,OAR Member A (Alumni),Medicine Library,E Book,20290.094444444443,1.0
Alumni,OAR Member A (Alumni),Medicine Library,Languages,156.85,0.0
Alumni,OAR Member A (Alumni),Medicine Library : Stack,Book,23052.088888888888,6.0
Alumni,OAR Member A (Alumni),Medicine Library : Stack,Literatures,18196.783333333336,6.0
Alumni,OAR Member A (Alumni),Petroleum & Petrochemical College Library,E Book,19765.933333333334,5.0
Alumni,OAR Member A (Alumni),Pharmaceutical Sciences Library,Book,12543.933333333334,0.0
Alumni,OAR Member A (Alumni),Pharmaceutical Sciences Library,E Book,16655.966666666667,0.0
Alumni,OAR Member A (Alumni),Pharmaceutical Sciences Library : Reserve Collection,Reserve 3,1561.2333333333331,0.0
Alumni,OAR Member A (Alumni),Pharmaceutical Sciences Library : Thesis,Thesis,1334.75,0.0
Alumni,OAR Member A (Alumni),Political Science Library,Arts and recration,24997.691666666666,5.0
Alumni,OAR Member A (Alumni),Political Science Library,Book,19333.45538922154,207.0
Alumni,OAR Member A (Alumni),Political Science Library,E Book,24230.75254237288,186.0
Alumni,OAR Member A (Alumni),Political Science Library,History and Geography,8356.416666666668,0.0
Alumni,OAR Member A (Alumni),Political Science Library,Languages,23735.650319284796,548.0
Alumni,OAR Member A (Alumni),Political Science Library,Literatures,20101.592857142856,8.0
Alumni,OAR Member A (Alumni),Political Science Library,Philosophy,22365.377083333333,9.0
Alumni,OAR Member A (Alumni),Political Science Library,Religion,26253.877777777772,0.0
Alumni,OAR Member A (Alumni),Political Science Library,Reserve 3,30057.53333333333,4.0
Alumni,OAR Member A (Alumni),Political Science Library,Reserve 7,18456.105555555554,6.0
Alumni,OAR Member A (Alumni),Political Science Library,Social sciences,21454.77142857143,8.0
Alumni,OAR Member A (Alumni),Political Science Library,Technologies,11512.016666666665,0.0
Alumni,OAR Member A (Alumni),Political Science Library : Thesis,Thesis,3142.066666666666,0.0
Alumni,OAR Member A (Alumni),Sasin Library,Book,11370.725000000002,10.0
Alumni,OAR Member A (Alumni),Sasin Library,E Book,24308.66666666667,0.0
Alumni,OAR Member A (Alumni),Sasin Library,History and Geography,37346.6,3.0
Alumni,OAR Member A (Alumni),Sasin Library,Languages,8525.005555555557,15.0
Alumni,OAR Member A (Alumni),Sasin Library,Literatures,49248.170000000006,2.0
Alumni,OAR Member A (Alumni),Sasin Library,Philosophy,30389.85,4.0
